Name,Team,PA,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,NameASCII,PlayerId,MLBAMID
"Gunnar Henderson","BAL",719,94.25566302910053,,89.45737544825819,85.73391644021739,,93.25744971652267,84.52610664587333,78.89213373419943,81.34693877551021,,86.44592765748031,,,"Gunnar Henderson",26289,683002
"Harold Ramírez","- - -",246,93.92903383316532,,88.43928745814732,86.72222448278356,,93.17565596731086,84.1594341925855,78.00302956321023,83.94583129882812,,84.44731287802419,,,"Harold Ramirez",14387,623912
"Harrison Bader","NYM",437,94.51050585045662,,89.67565387228261,86.39666341145833,,93.28042051016567,85.0169960678808,78.83214460100446,83.91764562270221,43.122222900390625,85.12907939937944,,,"Harrison Bader",18030,664056
"Ha-Seong Kim","SDP",470,94.12739607115677,,89.33671569824219,85.29564898947011,82.43333435058594,93.50847426470588,84.69798657718121,79.16545632102273,81.93783651815879,51.6199951171875,84.54836385758196,79.9000015258789,,"Ha-Seong Kim",27506,673490
"Heliot Ramos","SFG",518,94.25949811303387,,88.88044819078948,86.42916870117188,,93.40714071085165,85.00991896952479,79.52,81.21818033854167,,84.70314342570755,81.6500015258789,,"Heliot Ramos",22515,671218
"Henry Davis","PIT",122,94.23821904856688,,89.27586206896552,85.45000348772321,,93.34601424225664,85.61249856387867,79.88333129882812,83.64444308810764,,84.12307817508012,,,"Henry Davis",29617,680779
"Heston Kjerstad","BAL",114,94.71760760613208,,90.19999864366319,84.8187484741211,,94.34561746162281,84.95161290322581,81.22353228400735,83.57856968470982,,87.2066677517361,,,"Heston Kjerstad",31166,677008
"Hunter Goodman","COL",224,94.26129968869732,,89.15517241379311,86.59444173177083,,93.31770257190266,84.23856956845238,79.38148328993056,82.12666829427083,40.5,85.26707197980183,,75.93333435058594,"Hunter Goodman",29715,696100
"Hunter Renfroe","KCR",424,93.5819043648492,,89.57236842105263,85.73611111111111,,93.44154268152573,84.27272727272727,79.4082676911157,82.04210140830592,,83.86800130208333,,59.29999923706055,"Hunter Renfroe",15464,592669
"Ian Happ","CHC",657,94.36141653806584,,89.77886396585052,86.3765640258789,,93.30985620471014,84.46108490566037,79.09053138868343,81.14473684210526,,85.72683100055433,,,"Ian Happ",17919,664023
"Ildemaro Vargas","WSN",303,94.28475942460318,,89.98488031431685,86.58857421875,,93.43349753694581,83.82983533321823,78.8073194550305,81.96666802300348,,85.3913043478261,,,"Ildemaro Vargas",13324,545121
"Isaac Paredes","- - -",641,94.3227490234375,,88.85955729166666,86.81447239925987,,93.51818027420948,84.4309819240196,78.93364622882594,82.0439990234375,57.900001525878906,85.33101851851852,,,"Isaac Paredes",20036,670623
"Isiah Kiner-Falefa","- - -",496,93.78055633060517,,88.69652981228299,86.68636252663352,,93.13141668030104,84.33792106331168,79.07821685488861,82.7519970703125,,85.04736756441886,,76.10000610351562,"Isiah Kiner-Falefa",16512,643396
"Iván Herrera","STL",259,93.46479507398755,,88.64399739583334,85.5,79.05000305175781,93.6457399103139,84.2440545842511,79.51111291956019,81.28846153846153,,84.99382716049382,,,"Ivan Herrera",20599,671056
"J.D. Davis","- - -",157,94.24531555175781,,90.013330078125,86.52666829427083,,93.79324588260135,84.26299327940453,78.85405669341216,81.61428397042411,,84.12321771894183,,,"J.D. Davis",16219,605204
"J.D. Martinez","NYM",495,94.4136724750384,,89.65986394557824,84.8672762784091,,93.51096605066445,85.23283322968491,79.60357142857143,81.62,,85.46984281994048,,75.70000457763672,"J.D. Martinez",6184,502110
"J.P. Crawford","SEA",451,94.09821926077267,,89.33723612034575,87.73333740234375,,93.54367335838607,84.21312267945545,81.05301087161145,83.06296115451389,49.55000305175781,86.48224852071006,86.0999984741211,,"J.P. Crawford",15491,641487
"J.T. Realmuto","PHI",413,94.49979440789474,,89.157001953125,86.99090909090908,81.19999694824219,92.86644688548658,84.59643056441327,79.53618861607143,83.95714460100446,,85.024169921875,81.40000406901042,,"J.T. Realmuto",11739,592663
"Jace Jung","DET",94,94.42307692307692,,90.33110894097223,87.14285714285714,,91.95999755859376,84.13472493489583,80.33448107489224,83.75,,87.09500122070312,,,"Jace Jung",31437,690291
"Jack López","LAA",71,94.14660851430085,,90.1842105263158,86.41428920200893,,93.43913468070652,84.25875244140624,77.78461632361778,82.69999694824219,,84.46153846153847,,,"Jack Lopez",13663,605346
"Jack Suwinski","PIT",277,94.13253125,,89.40869565217392,86.26666666666667,,93.13310134242958,84.84462155577957,78.67857142857143,83.09655340786638,55.70000076293945,85.00860797806291,,,"Jack Suwinski",22244,669261
"Jackson Chourio","MIL",573,94.0494233937397,,89.23439366042993,85.68709834929436,83.75,92.97636590536105,84.86734596855983,79.58156028368795,81.01612903225806,67.67500305175781,83.82696738939607,,54.099998474121094,"Jackson Chourio",28806,694192
"Jackson Holliday","BAL",208,94.27132336469533,,90.68000300480769,84.811767578125,,92.25773195876289,84.16589708273122,78.29999651227679,81.5999984741211,43.29999923706055,85.97619047619048,,,"Jackson Holliday",31781,702616
"Jackson Merrill","SDP",593,94.2704147403983,,89.97080869932432,86.312998046875,,93.11479023972603,84.45943580483491,79.15987292631173,80.4539990234375,47.70000076293945,85.56226917613637,80.7249984741211,,"Jackson Merrill",29490,701538
"Jacob Amaya","- - -",72,93.44491861634336,,89.13888888888889,84.22000122070312,,93.21739130434783,83.39076925424429,77.91739024286684,77.2999979654948,,82.95217099397078,,,"Jacob Amaya",23296,676070
"Jacob Hurtubise","CIN",68,93.700927734375,,90.31923264723558,88,,91.84857003348215,84.71176326976104,77.84210526315789,81.25789602179276,,85.94838394657258,,81.93332926432292,"Jacob Hurtubise",27599,674441
"Jacob Stallings","COL",281,94.13095238095238,,89.75679374035494,85.2562484741211,,92.9942428828534,85.0987936119478,80.12839385609568,82.52222357855902,,84.42553191489361,,78.24285888671875,"Jacob Stallings",13723,607732
"Jacob Wilson","OAK",103,93.74778761061947,,89.88695227581522,84.5142822265625,,93.91999860491072,85.11789679276316,76.3933349609375,79.75999755859375,,86.42857142857143,,,"Jacob Wilson",33266,805779
"Jacob Young","WSN",521,94.23098330241187,,88.97746341329226,86.03636215672348,,93.34578765660592,84.23572938689217,79.73357664233576,82.21612745715726,,85.50709425403225,,78.25,"Jacob Young",29931,696285
"Jake Bauers","MIL",346,94.4888888888889,,89.62608695652175,85.27143205915179,,93.05176355698529,84.94847328244275,79.40782948369565,82.22444661458333,66.47999877929688,86.10994830534825,79.7999979654948,,"Jake Bauers",15194,641343
"Jake Burger","MIA",579,94.55282855083857,,89.59942416487068,87.24236957097457,,93.67119995679724,85.0001923532197,79.86974789915966,83.39565111243206,50,84.75315268208661,,78.845458984375,"Jake Burger",22275,669394
"Jake Cave","COL",346,94.46063187652811,,89.65757427793561,85.41841848273026,,92.16714564732143,84.15470519381533,80.24633987550813,81.897998046875,,86.79367335838607,,77.02499389648438,"Jake Cave",14477,595909
"Jake Cronenworth","SDP",656,94.45837104072397,,90.04528972813901,86.6,,93.12219659213362,84.56919246149289,79.19174757281553,80.62692495492789,44.400001525878906,86.0250019929847,80.13333129882812,,"Jake Cronenworth",18036,630105
"Jake Fraley","CIN",382,94.08191012596899,,89.81499837239583,85.31466796875,,92.75568181818181,84.69341933936404,80,80.13333695023148,,85.10886199564874,,77.9857177734375,"Jake Fraley",19260,641584
"Jake McCarthy","ARI",495,94.3463999340949,,89.11862203663793,87.0576923076923,84.44999694824219,93.63070539419087,84.27443600772472,80.46186440677967,82.89999624399039,53.599998474121094,85.98721104452055,81.1199951171875,78.40000221946023,"Jake McCarthy",21622,664983
"Jake Meyers","HOU",513,94.17563013781431,,90.25596869169776,86.87143089657738,,93.68489801803692,85.00700693093385,79.32621454035194,80.9066650390625,48.59999738420759,84.17593791778074,,,"Jake Meyers",20308,676694
"Jake Rogers","DET",337,94.09331476323119,,89.29708358616504,86.57333170572916,,93.09045967323651,84.56550611413043,78.54347826086956,80.67143031529018,43.79999923706055,83.56095610119047,,,"Jake Rogers",19452,668670
"James McCann","BAL",233,93.72453748082822,,89.16935483870968,84.99166870117188,,93.48296440972223,83.66515837104072,78.73095121837798,79.375,,83.41304347826087,,,"James McCann",12859,543510
"James Outman","LAD",156,94.21719457013575,,90.895556640625,86.58420924136513,,92.74810250197785,83.88500162760417,78.83958435058594,81.44000244140625,,85.49464634486607,,77.28571428571429,"James Outman",24770,681546
"James Wood","WSN",336,94.08578609496124,,88.52257644489248,87.14545232599431,,92.62675218621399,84.02064642137097,79.84166802300348,81.22941320082721,,85.1905418602196,,80.19999694824219,"James Wood",29518,695578
"Jared Triolo","PIT",446,93.96468401486989,,89.1008064516129,85.46944173177083,,92.89452562139769,84.37462836945032,79.53493858245481,83.5062484741211,,83.77786557729007,,,"Jared Triolo",25807,669707
"Jared Walsh","TEX",60,93.72454723011364,,88.8631591796875,85.05999755859375,,92.08214460100446,84.29374694824219,77.25555419921875,82.5,,85.29301984920058,,,"Jared Walsh",18607,665120
"Jarred Kelenic","ATL",449,94.46886120996442,,89.31714564732142,86.27702702702703,83.5374984741211,93.08788216991341,84.90430889423077,79.79098360655738,80.82307942708333,50.80000305175781,86.1477382330247,,78.69000244140625,"Jarred Kelenic",22558,672284
"Jarren Duran","BOS",735,94.23593898951383,,90.40157015931372,85.92277421101485,,92.85664356203007,84.22938000235405,79.1850696408371,82.71666802300348,43.05000305175781,86.89387755102041,81.69999694824219,75.5250015258789,"Jarren Duran",24617,680776
"Jason Heyward","- - -",258,94.65860314549927,,89.952882033128,86.22888997395833,79.6,93.50697977228683,84.67814527834699,80.36029232249541,80.17143031529018,49.69999694824219,86.70367431640625,,77.30000305175781,"Jason Heyward",4940,518792
"Jasson Domínguez","NYY",67,94.824796875,,89.5730731670673,85.74000244140625,,93.386669921875,85.36889105902777,79.53571428571429,79.53333028157552,44.54999923706055,85.44594594594595,,,"Jasson Dominguez",28080,691176
"Javier Báez","DET",289,94.11847543025362,,89.25651749320652,87.51666259765625,,93.24657534246575,83.5297061505305,78.84615384615384,81.67368678042763,,84.03499755859374,,,"Javier Baez",12979,595879
"Jazz Chisholm Jr.","- - -",621,94.2623828647925,,89.64909224076705,86.878400390625,,93.11924383892277,84.27414671459125,79.66057059151785,80.81749877929687,57.17499923706055,85.87885374663979,,80,"Jazz Chisholm Jr.",20454,665862
"Jeff McNeil","NYM",472,94.05553928875639,,89.84966252125851,86.62950659579919,,93.19017269736842,84.9150557084517,80.53162560096153,80.44444444444444,,86.51347794769504,,73.53333536783855,"Jeff McNeil",15362,643446
"Jeimer Candelario","CIN",463,93.93416030534351,,89.06043198529412,85.64179104477611,,93.1423098385989,84.20865259415064,79.28406174516908,81.08356298159246,,85.3869990190583,,77.41666666666667,"Jeimer Candelario",13621,600869
"Jerar Encarnacion","SFG",119,93.84757749495968,,89.25869352921195,85.95714460100446,,93.35319356715425,83.57460627480158,79.682861328125,85.95555284288194,59.333333333333336,86.2891261888587,,,"Jerar Encarnacion",21871,666464
"Jeremy Peña","HOU",650,94.06241363732993,,89.3849421121988,86.5224188442888,,93.23923074360341,84.68534783041402,79.6540826291454,82.25789602179276,41.44999694824219,84.42959991591928,80.55000305175781,,"Jeremy Pena",21636,665161
"Jesse Winker","- - -",508,94.76386913229018,,90.34765832779256,86.77640284849016,,93.2947579763986,84.69120148689517,80.12000177556818,80.78181966145833,54.8,86.30609037912437,,78.41110568576389,"Jesse Winker",13590,608385
"Jesús Sánchez","MIA",537,94.37047353760445,,90.44444444444444,87.09042553191489,,93.5266982256356,84.7649456521739,80.55714285714286,81.7135108741554,,85.7277498623348,,79.7800048828125,"Jesus Sanchez",19913,660821
"Jhonkensy Noel","CLE",198,94.00055647695531,,88.56222330729166,85.57499694824219,,93.21512276785714,84.62328767123287,79.33913255774456,80.85624694824219,,84.37176585477941,,,"Jhonkensy Noel",24257,678877
"Ji Hwan Bae","PIT",81,94.72897196261682,,89.08888753255208,82.7750015258789,,94.2046123798077,84.71851490162037,80.44193390877017,80.84000244140626,,85.16346153846153,,,"Ji Hwan Bae",23818,678225
"JJ Bleday","OAK",642,94.1184965650134,,89.29659201882102,86.78468116554055,,93.72724382267442,84.73091976516633,79.76448415595794,81.3340897993608,48.724998474121094,86.40744473071808,,,"JJ Bleday",26368,668709
"Jo Adell","LAA",451,94.22384861883943,,89.96893014259709,84.42727272727272,,93.53695773486025,84.26612417596348,79.87931034482759,81.54999889026989,,85.5783984375,,77.7750015258789,"Jo Adell",20220,666176
"Joc Pederson","ARI",449,94.8974250344669,,90.8145478219697,87.02710645443925,,93.76298204787234,85.30391683923193,79.57879083806819,82.95,,86.56541341145834,,77.92666829427084,"Joc Pederson",11899,592626
"Joey Bart","PIT",282,94.39313980800654,,89.59109104269803,85.48888708043981,,93.32755597933071,84.67359430017606,79.80968056955645,81.21875,,84.7363661728896,,,"Joey Bart",21524,663698
"Joey Gallo","WSN",260,94.44763092269326,,89.70491803278688,87.01666550409226,,93.3984142485119,84.25920203669155,79.68636363636364,81.55882352941177,,84.66551892510776,84.80000305175781,,"Joey Gallo",14128,608336
"Joey Loperfido","- - -",262,94.23541550409226,,89.92773027179622,86.45000076293945,,92.72926591082317,85.31505906438252,79.22805116234755,82.94815176504629,39,85.7923093616453,,,"Joey Loperfido",29630,694388
"Joey Meneses","WSN",313,94.42023234284682,,90.13125,87.05416870117188,,93.32747116416309,84.32699619771863,79.0355288856908,80.78461162860577,,84.96862553615196,,74.92000122070313,"Joey Meneses",14366,608841
"Joey Ortiz","MIL",511,93.81111225328948,,88.93464720718504,85.52222583912037,,93.31314168377824,84.7677718233471,78.25662051930146,81.82666829427083,58.728567940848215,84.31714564732142,78.6500015258789,,"Joey Ortiz",25493,687401
"Johan Rojas","PHI",363,93.98900728075917,,88.78522838245739,85.17500305175781,,92.85992497743682,83.7603305785124,79.36702127659575,80.85384427584134,,84.66354370117188,,,"Johan Rojas",24336,679032
"Jon Berti","NYY",74,93.46396771599265,,86.07647346047794,90.82499694824219,,92.66666666666667,84.602001953125,76.39000244140625,,,82.97619047619048,,,"Jon Berti",12037,542932
"Jon Singleton","HOU",405,94.31169286062378,,89.5,87.2102551582532,,92.86296089616403,84.464919285221,79.59633027522936,82.49210397820724,,86.6772707544192,80.13333129882812,,"Jon Singleton",10441,572138
"Jonah Bride","MIA",272,94.3295081967213,,89.34901577818627,86.36363636363636,,93.37012123962656,84.99250936329588,79.9559650946101,80.97222222222223,,84.87303590238764,,79.7249984741211,"Jonah Bride",24703,681146
"Jonah Heim","TEX",491,94.35385962518195,,90.56845768666108,86.22999674479166,,93.28642887443439,84.68241882324219,77.81000279017857,81.52631578947368,,85.09173743206522,,,"Jonah Heim",16930,641680
"Jonatan Clase","- - -",66,93.45495495495496,,88.67999877929688,87.13461538461539,,92.60322816910282,83.87272782759233,81.8923081618089,89.5999984741211,,83.81290558845767,,,"Jonatan Clase",26599,682729
"Jonathan Aranda","TBR",143,94.34696564226519,,90.95675411739865,86.484375,,92.97179236778847,83.5379746835443,79.86923076923077,79.14000244140625,,85.69491525423729,,,"Jonathan Aranda",21837,666018
"Jonathan India","CIN",637,93.80420803249098,,88.4323212594697,85.7066677517361,78.9000015258789,93.05068760702055,84.72586935116087,79.1871807391827,82.51914685837765,,84.25856245683701,,79.13333129882812,"Jonathan India",21523,663697
"Jonny DeLuca","TBR",362,94.39867581233422,,89.57413456357759,88.825927734375,,93.87172830959915,84.3406526199495,79.00930005450581,82.80000135633681,,84.87113402061856,,,"Jonny DeLuca",26365,676356
"Jordan Beck","COL",184,94.65583359771574,,88.12552983710107,85.44444444444444,,93.34642682756696,84.66610390183615,79.25531914893617,83.47999877929688,,85.61707436166158,,78.55000305175781,"Jordan Beck",31431,687597
"Jordan Walker","STL",178,94.30810810810812,,89.84166802300348,83.24615009014423,,93.2691650390625,84.51734893176021,78.98409201882102,77.97142682756696,,85.57879083806819,,78.55000305175781,"Jordan Walker",27475,691023
"Jordan Westburg","BAL",447,94.26534460086634,,89.54166666666667,85.3352912454044,,93.75081967213114,84.31222155040733,79.24272904829546,82.79473555715461,,84.49337748344371,,,"Jordan Westburg",27815,676059
"Jorge Mateo","BAL",208,93.33740607108778,,88.84666666666666,85.19999694824219,,93.15042401175214,83.7923114483173,79.2183349609375,85.28333028157552,,83.76987834149097,,59.20000076293945,"Jorge Mateo",17273,622761
"Jorge Polanco","SEA",469,94.3389413160066,,89.2840478815184,86.15821041277985,,93.75796805862832,83.84231805929919,80.40604026845638,81.94510186887256,,85.84726688102894,84.5,,"Jorge Polanco",13152,593871
"Jorge Soler","- - -",574,93.97271022236615,,88.14379704607664,86.01276933385971,,93.34908840960954,84.96299965111643,79.5697265625,81.59999946925952,,84.29703431210275,,73.19999694824219,"Jorge Soler",14221,624585
"José Abreu","HOU",120,94.11695906432749,,88.83333333333333,86.9000015258789,,92.77849882392474,86.53130918560606,78.5843734741211,80.36666531032986,,83.34473941200658,,,"Jose Abreu",15676,547989
"Jose Altuve","HOU",682,93.88985715678628,,89.51693775614754,86.74787026263297,,93.63616557734204,84.94038833469055,79.74480767588798,80.22272838245739,,85.06084968507751,,,"Jose Altuve",5417,514888
"José Azocar","SDP",79,93.24102731036325,,86.9375,84.98750305175781,82.64999389648438,91.98999837239583,84.35302734375,80.39230581430289,77.6199951171875,,81.70293830422794,,,"Jose Azocar",18821,640492
"José Caballero","TBR",483,94.62359550561797,,89.17451108047386,86.78157766241776,,93.63734567901234,84.69904729246183,79.22671904818702,85.1781234741211,,84.50949367088607,,,"Jose Caballero",23401,676609
"José Fermín","STL",79,94.58651904845506,,90.35789730674342,93.48333740234375,,93.47236713610198,84.69999736064189,81.13333333333334,77.92500305175781,,85.125,,,"Jose Fermin",21746,665877
"Jose Herrera","ARI",114,93.83666294642858,,89.64374542236328,87.05714634486607,,93.64035087719299,84.56029555376838,79.84716796875,82.68181818181819,,85.16379310344827,,78.69999694824219,"Jose Herrera",17040,645444
"Jose Iglesias","NYM",291,94.62873787715517,,88.8343734741211,85.58461350661058,,93.91319995241116,85.4068331272482,79.71549020686619,84.47000122070312,50.474998474121094,85.1835791744403,,,"Jose Iglesias",10231,578428
"Jose Miranda","MIN",429,94.19754089765101,,89.6234359741211,85.77142624627976,,93.48186013550885,84.59816692947248,79.65000318444294,81.875,,84.53692157451923,,76.33333333333333,"Jose Miranda",20538,669304
"José Ramírez","CLE",682,94.24897119341564,,89.52288732394366,87.71693863407258,,93.62779552715655,84.87088421934865,79.26880554759174,82.5015166311553,,85.95974576271186,,80.25714111328125,"Jose Ramirez",13510,608070
"Jose Siri","TBR",448,94.63496376811594,,89.62477530420354,88.12121212121212,,93.6842105263158,84.30610270332717,80.575927734375,83.97347337372449,,84.93174913194444,,,"Jose Siri",17452,642350
"José Tena","- - -",168,93.67942703309863,,88.69298245614036,87.61538461538461,,92.51034370510058,83.82888743082682,79.45762867038533,78.76153564453125,,85.32307492769681,85.0999984741211,,"Jose Tena",23691,677588
"Jose Trevino","NYY",234,93.77348118011182,,89.53692157451923,86.35714285714286,,93.2124124461207,84.035498046875,78.93454367897728,82.80000443892045,,83.97127451795212,,,"Jose Trevino",16725,624431
"Josh Bell","- - -",603,94.06928213240359,,90.24703240938926,85.93333417519756,,93.08148049505472,84.95030332623107,79.5600025318287,80.90000328650841,,85.40340822688565,80.33333333333333,77.9749984741211,"Josh Bell",13145,605137
"Josh Jung","TEX",188,93.90286707535886,,89.5,85.34545343572444,,93.0372077882752,84.93296595982143,80.63999720982143,83.84444173177083,,84.48888708043981,,,"Josh Jung",26299,673962
"Josh Lowe","TBR",387,94.84499018463498,,89.87913809577338,86.01449275362319,,93.13652124297752,84.6763698630137,79.95849302279875,83.68928745814732,,86.83640552995392,,55.79999923706055,"Josh Lowe",19953,666139
"Josh Naylor","CLE",633,94.05861262077295,,89.2607122927296,87.15192119891827,,93.14963888264388,84.17574549485126,80.03695546025816,82.56029555376838,51.70000203450521,86.23533622382199,,80.2125015258789,"Josh Naylor",18839,647304
"Josh Rojas","SEA",476,94.49550436396468,,89.98631784539474,86.97407588252315,,93.18437194824219,84.36443148688046,80.83666666666667,80.59444173177083,,86.25991586538461,85.05000305175781,,"Josh Rojas",19734,668942
"Josh Smith","TEX",592,94.03962264150944,,90.19497360159818,85.63541666666667,,92.83905009920635,84.26735218508998,78.90857142857143,81.5340909090909,,85.62852611157719,,,"Josh Smith",26396,669701
"Joshua Palacios","PIT",78,93.96781833692529,,89.56499633789062,86.75,,93.67541303790983,85.66551892510776,78.95714460100446,80.4636396928267,,86.9566650390625,,,"Joshua Palacios",19818,641943
"Juan Soto","NYY",713,94.40610573508523,,89.921974522293,86.3652202219203,,93.63830389492753,84.76034878554502,79.74774774774775,80.78125,,86.47951807228915,,,"Juan Soto",20123,665742
"Juan Yepez","WSN",249,93.58230919471154,,87.67358859080188,84.6,,93.28990760216347,84.96609274409872,78.57457461599576,81.9578921669408,,84.32972621058559,,76.53333536783855,"Juan Yepez",18400,660766
"Julio Rodríguez","SEA",613,94.36539258100147,,89.42034118997175,86.72727272727273,,94.02673460705445,84.53984375,80.52348188920455,82.002001953125,,85.03122684041502,85.30000305175781,,"Julio Rodriguez",23697,677594
"Jung Hoo Lee","SFG",158,93.54010009765625,,88.97608483355978,86.46666463216145,,92.3763440860215,83.77592411747685,79.96842233758224,80.21875,,85.43432981576493,,76.43333435058594,"Jung Hoo Lee",33824,808982
"Junior Caminero","TBR",177,94.95714138862782,,90.42250366210938,89.35000174386161,,94.32303017064145,85.43990532635468,80.82069133890086,80.7750015258789,,84.41295934606481,,,"Junior Caminero",28163,691406
"Jurickson Profar","SDP",668,94.02584580243644,,89.67911489708835,86.33626480940934,83.5,93.37348090277777,84.9534849016854,78.9410480349345,80.44067796610169,,85.85078492358934,79.89999389648438,,"Jurickson Profar",10815,595777
"Justin Turner","- - -",539,94.36633597199227,,89.93482954046699,88.23571450369698,,93.46470834427521,84.63096858198925,79.92959034199617,81.38750076293945,,85.35000071806066,,72,"Justin Turner",5235,457759
"Justyn-Henry Malloy","DET",230,94.21169471153846,,89.9648635451858,86.90999755859374,,93.16964285714286,84.50184501845018,78.05970149253731,81.85000271267361,,84.22621169599515,,,"Justyn-Henry Malloy",29606,669234
"Ke'Bryan Hayes","PIT",396,94.35572717875318,,88.96060211489899,87.01071602957589,,93.74649859943978,84.97206470300262,80.12982284813596,80.71052631578948,,84.53507608442165,,,"Ke'Bryan Hayes",18577,663647
"Keibert Ruiz","WSN",485,94.40794757593459,,89.83776087194056,86.45922140473301,,93.05405405405405,84.61967213114754,79.84770114942529,82.18095470610119,,85.5648366152968,,78.5,"Keibert Ruiz",19610,660688
"Kerry Carpenter","DET",296,94.34692048373287,,90.2135922330097,86.58181670217803,,92.85322423135081,84.4239869156504,79.52252252252252,82.31738811990489,,86.01325418862952,,,"Kerry Carpenter",25961,681481
"Ketel Marte","ARI",583,94.36941802536232,,90.16741463307584,86.94909446022727,85.64999389648438,93.56327414772727,85.04489164086688,79.88473580629771,81.88461538461539,,85.85382482684696,,77.88749694824219,"Ketel Marte",13613,606466
"Kevin Kiermaier","- - -",281,94.04791140755572,,89.25940424853032,85.80000203450521,,92.86569503450046,84.28375584946066,79.49333333333334,82.88499908447265,58.20000076293945,86.59716681714328,,77.57499694824219,"Kevin Kiermaier",11038,595281
"Kevin Newman","ARI",311,94.40062040441177,,88.91449416893116,87.32856968470982,83.9000015258789,93.64336535395408,84.37519090695488,79.0971042798913,82.0218734741211,,84.63626266311813,,77.65000406901042,"Kevin Newman",17696,621028
"Kevin Pillar","- - -",314,93.86633084454114,,89.31666847511575,86.24999865363625,,93.24032363071237,84.29233368481596,78.42297198321369,81.91176111557904,,84.85833638509115,,,"Kevin Pillar",12434,607680
"Kody Clemens","PHI",120,93.31601778314918,,90.90000221946023,85.75555419921875,,92.32711533368644,84.38064673639113,80.14324456292229,85.46666463216145,,88.0499979654948,,,"Kody Clemens",20572,665019
"Korey Lee","CHW",394,94.08584094101124,,89.36147147362385,86.33243375211148,,93.30667067307692,84.00364685058594,78.70605961963383,82.12083435058594,,83.76323385799633,,,"Korey Lee",25543,686676
"Kris Bryant","COL",155,93.67011269755747,,89.90464889171511,86.3812484741211,,93.328125,84.02544263128698,80.1948742988782,81.6749979654948,50.6000010172526,84.77143205915179,,,"Kris Bryant",15429,592178
"Kyle Farmer","MIN",242,93.70813135353916,,89.71463533727135,84.09999593098958,,93.6387715242347,84.62941280915776,79.79999724911971,81.45625305175781,,83.7702404203869,,,"Kyle Farmer",14813,571657
"Kyle Higashioka","SDP",263,93.38864628820961,,89.83047805059523,85.36666531032986,81.80000305175781,93.50413023222477,84.35146915211396,79.23882123161765,82.11249542236328,,84.88788273358585,79.5,,"Kyle Higashioka",5517,543309
"Kyle Isbel","KCR",426,93.9836919818271,,89.26791336287313,87.29219055175781,,93.07165149806701,84.5499970407197,79.11490683229813,81.63845903445512,,85.29537398726852,,,"Kyle Isbel",21614,664728
"Kyle Manzardo","CLE",156,94.40400173611111,,89.34285714285714,85.20476422991071,,93.38366948341837,84.84225077024648,80.0921859741211,81.3199951171875,57,86.36489153922872,,,"Kyle Manzardo",29794,700932
"Kyle McCann","OAK",157,94.51029017857142,,88.73265106823979,85.49091131036931,,93.31408175616197,84.2797619047619,78.794287109375,81.58999633789062,40.52499771118164,86.57077073317308,,49.400001525878906,"Kyle McCann",25575,668832
"Kyle Schwarber","PHI",692,93.97836742638732,,89.65068764400921,86.50850856050532,79.73333231608073,92.73722627737226,84.5006101646248,80.07636965981013,82.81379647090517,51.400001525878906,86.37792642140468,79.96666463216145,74.80000135633681,"Kyle Schwarber",16478,656941
"Kyle Stowers","- - -",209,94.73201094523515,,89.92702504750845,86.91951100419207,,93.3866710844494,84.80251895680146,80.34920441158233,78.47999877929688,,86.63267471766707,,78.60000101725261,"Kyle Stowers",26151,669065
"Kyle Tucker","HOU",339,93.79665200541339,,89.34351490162037,85.90635075644842,,92.94551132110779,84.06989247311827,79.01724137931035,80.311767578125,,85.986328125,,,"Kyle Tucker",18345,663656
"Kyren Paris","LAA",59,93.96741134129213,,88.15833536783855,89.80000305175781,,92.92249755859375,84.49374898274739,80.2565228006114,,,85.08235437729779,,75.0999984741211,"Kyren Paris",26420,677347
"LaMonte Wade Jr.","SFG",401,94.33981289494471,,88.88662246919014,87.05068760702055,,93.0326898036859,85.1890756302521,80.61274509803921,81.62962962962963,42.70000076293945,86.02328095181298,,75.9,"LaMonte Wade Jr.",18126,664774
"Lane Thomas","- - -",528,94.32608695652173,,88.63314701312154,87.42075563826651,,93.07092682879073,84.89964425223214,80.05999959309896,81.76,,84.79444565007717,,77.72000122070312,"Lane Thomas",16939,657041
"Lars Nootbaar","STL",405,94.22901459854015,,89.22844395068807,87.22698877728175,,92.89285714285714,83.90394993832237,79.5445327758789,82.22257749495968,,86.15077123397435,80.19999694824219,,"Lars Nootbaar",21454,663457
"Lawrence Butler","OAK",451,94.31274597076462,,90.32147913171141,87.5546875,,93.64412778755869,84.72182283184038,79.88842002467105,81.76923076923077,54.32856968470982,86.66690031576655,,,"Lawrence Butler",22542,671732
"Lenyn Sosa","CHW",369,94.17231927306867,,89.19292534722223,84.70476422991071,,93.25316455696202,84.25892461933428,78.888330078125,80.490478515625,,84.38250325520833,,,"Lenyn Sosa",22896,672820
"Leo Jiménez","TOR",210,93.73231790636882,,87.74394087357955,87.14444308810764,,93.77625122070313,84.6643176821608,79.37666829427083,79.19999694824219,40.333333333333336,84.07972841005068,,57.849998474121094,"Leo Jimenez",23782,677870
"Leo Rivas","SEA",86,94.81679389312977,,90.76207233297414,86.92000122070313,,92.6454560250947,83.85507246376811,80.37143089657738,78.07142857142857,55.8999989827474,86.92000122070313,,,"Leo Rivas",21009,660844
