Name,Team,PA,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
"Nick Martini","CIN",163,-3.1768473307291667,,0.4003889664359715,-6.567986690636837,,-1.7168701171875,0.8525095852938566,3.9324620564778647,3.5471598307291665,,-7.3468178196957235,,-2.389960183037652,"Nick Martini",12005,605361
"Starling Marte","NYM",370,-0.3354807020742682,,0.40330518412793803,-2.5750077900133634,,-5.758301608845339,2.638541678705159,0.298484118088432,2.4887545658991885,,4.140735140713779,,-2.4438343048095703,"Starling Marte",9241,516782
"Kevin Kiermaier","- - -",281,-3.297920928360028,,0.39006149178684346,-6.967241350809733,,-0.36791816767114793,2.361556580829136,2.4499934895833335,2.9634993076324463,-2.017618417739868,-8.672449651754127,,-2.4907913208007812,"Kevin Kiermaier",11038,595281
"Jake Cave","COL",346,-3.2913701959810515,,0.5879469784823331,-4.5845899079975325,,-3.042974853515625,1.5971587177768403,3.8308686047065548,3.1860116577148436,,-7.745579200454905,,-2.514329433441162,"Jake Cave",14477,595909
"Chadwick Tromp","ATL",54,-0.7804731750488281,,1.1174802780151367,,,-3.7177164554595947,3.4882502769356343,1.1775785173688615,1.9054441452026367,,1.6973215738932292,,-2.526669979095459,"Chadwick Tromp",16953,644433
"Pete Alonso","NYM",695,-1.1673037880345394,,0.5775027224892064,-1.5634837680392795,,-5.305814609247553,2.2941004362352255,1.7713989654144684,1.106997941669665,-1.223745059967041,1.6617172653610641,,-2.5757269859313965,"Pete Alonso",19251,624413
"Nolan Gorman","STL",402,-2.1918295068678515,,0.977050407260072,-5.294883883729273,-2.700211524963379,-0.1654243100668497,0.6458311858000578,2.8457698822021484,4.186398097446987,,-7.556668236142113,-4.564198017120361,-2.634170341491699,"Nolan Gorman",22263,669357
"Jesús Sánchez","MIA",537,-2.981988338374826,,0.20649263593885633,-6.397138879654255,,-1.1226740691621424,0.9904335685398268,2.9548859514508927,2.904752576673353,,-8.359302403118116,,-2.677799606323242,"Jesus Sanchez",19913,660821
"Kyle Schwarber","PHI",692,-1.5146187148304784,,0.6851476853893649,-6.629384791597407,-4.151517550150554,1.8008734710025092,0.12537579149418548,2.580777325207674,1.4029196377458244,-3.259317398071289,-5.638605736569816,-3.6998812357584634,-2.67789543999566,"Kyle Schwarber",16478,656941
"Austin Riley","ATL",469,-1.776663260706927,,1.0110973679875752,-4.145043509347098,-5.6529083251953125,-5.71184324606871,2.205223136600928,1.2463223958752818,2.7971552335298977,,1.7903631429756637,,-2.6866277058919272,"Austin Riley",18360,663586
"Ryan McMahon","COL",645,-1.9803850258072682,,0.5254315353753999,-5.23701270850929,,1.3882099965984902,0.3087874733357935,1.434923530805229,2.4171530779670265,,-5.954167726660977,-2.819993734359741,-2.743302258578214,"Ryan McMahon",15112,641857
"David Fry","CLE",392,-0.023382466748928646,,0.09827201924425491,-5.218152618408203,-3.5212230682373047,-1.3168788724177785,1.2811586863067068,-0.1866695761680603,0.08204345519726093,2.569991111755371,1.9437293757021037,,-2.7775156021118166,"David Fry",24934,681807
"Rafael Marchán","PHI",56,-2.2517308161808893,,-0.5389252305030823,-5.210704040527344,,2.4769627497746396,1.5853648552527795,1.2731579000299627,,,1.3498183219663558,,-2.8063926696777344,"Rafael Marchan",21646,665561
"Luis Rengifo","LAA",304,-3.303969029017857,,0.8103145017462262,-5.626429918077257,,-4.23773509058459,2.7590318762737773,1.3296416818279109,1.9951091766357423,,-5.625851142697218,,-2.829341173171997,"Luis Rengifo",19858,650859
"Josh Naylor","CLE",633,-2.323462936229368,,0.405604109472158,-6.0351104736328125,,0.33053717853354037,0.7578043293898384,2.896610757578974,3.085492526783663,1.2666123708089192,-7.7050084618373695,,-2.8955705165863037,"Josh Naylor",18839,647304
"Adam Duvall","ATL",330,-0.580704056589227,,0.6933939145958942,-0.5162075587681362,,-2.0258122494346216,2.087049879469313,0.5658964392257063,1.9821195100483142,-3.6305797576904295,5.223333519625377,,-2.94919490814209,"Adam Duvall",10950,594807
"Ketel Marte","ARI",583,-1.0630891219429348,,0.7465175671523876,-4.986648837002841,5.396698951721191,-1.1921800648082386,1.0014049423737423,1.7544760667640744,-0.05821559368035732,,-2.345868998907487,,-2.9646167755126953,"Ketel Marte",13613,606466
"Justin Turner","- - -",539,-1.535082061296004,,0.6430138470081801,-7.695815903799875,,-5.420812398445706,2.6364036642095092,0.4209927150181362,3.2235690355300903,,0.7898242052863625,,-2.978323459625244,"Justin Turner",5235,457759
