Name,Team,IP,Stf+ FA,Stf+ SI,Stf+ FC,Stf+ FS,Stf+ SL,Stf+ CU,Stf+ CH,Stf+ KC,Stf+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Kenley Jansen","BOS",54.2,,129.74724137931034,121.33511764705884,,104.23354838709676,,,,,120.66070440251573,98.07459119496843,115.09343396226419,"Kenley Jansen",3096,445276
"Steven Okert","MIN",35.1,91.71452054794523,105.375,,,115.34509589041097,,78.36857142857143,,,113.93822197777759,103.55965946790401,115.0398482233235,"Steven Okert",13580,595345
"Dedniel Núñez","NYM",35,101.6227467811159,105.27230769230769,,,119.29440329218106,140.78,113.09,,,110.5898367346939,106.21706122448978,115.03493877551021,"Dedniel Nunez",23055,673380
"Trevor Megill","MIL",46.1,116.71495798319326,,,,,,,136.00789473684213,,122.25939849624064,94.95175939849622,114.55936842105264,"Trevor Megill",17722,656730
"Michael Kopech","- - -",67.2,123.15017817371941,,124.3053333333333,,121.80512000000002,,,,,123.11009282793006,92.52703040157608,114.41957051050755,"Michael Kopech",17282,656629
"Garrett Crochet","CHW",146,106.91163551401867,111.2544,120.94300000000001,,139.42136170212768,,95.49464788732394,,,113.46610687022904,102.37985581000844,114.20446140797281,"Garrett Crochet",27463,676979
"Dylan Cease","SDP",189.1,103.0169596541787,,108.97473684210526,,112.31520202020204,,86.4407142857143,99.838406374502,,111.3961322834646,102.12466771653543,114.1660661417323,"Dylan Cease",18525,656302
"Ryan Thompson","ARI",66.1,116.4386,114.96750798722039,,,117.4772111553785,,,,,115.73506680369992,101.1216443987667,114.16201438848923,"Ryan Thompson",16647,657044
"Zack Wheeler","PHI",200,107.49334389857367,112.63341337907376,97.42890459363959,92.64624999999998,112.7551451187335,124.71790163934426,,,,108.7871907957814,105.22926174496637,113.55661233620962,"Zack Wheeler",10310,554430
"Collin Snider","SEA",41.2,111.4523021582734,91.16764705882353,103.2841818181818,,122.50850393700786,,,,,113.23408618127787,107.3110549777118,113.4519167904903,"Collin Snider",23307,676092
"Brendon Little","TOR",45.2,,119.65783375314862,94.16846153846154,,,,,118.05049773755655,,116.25861471861468,93.22357864357865,113.31483405483408,"Brendon Little",21574,663893
"Lucas Erceg","- - -",61.2,100.59890784982935,126.32910891089111,,,116.08530303030304,,96.91499999999998,,,109.68561879342691,104.86403534299501,113.17758031302056,"Lucas Erceg",19360,668674
"Zack Kelly","BOS",56.2,104.39486166445332,,97.07923444976073,,132.40876923076925,,109.6523,,,111.44373353036563,103.62819274121165,113.16326223972155,"Zack Kelly",20349,677161
"Greg Weissert","BOS",63.1,116.69455319148932,103.6066279069767,,,108.04163410301956,,94.42813186813186,,,108.73679060665363,108.0418786692759,113.00448140900198,"Greg Weissert",20375,669711
"Anthony Bender","MIA",53,83.35025641025639,103.7524361948956,,,127.93136465324382,,104.14,,,114.23471143756558,102.87974816369356,112.87788037775447,"Anthony Bender",19742,669622
"Grayson Rodriguez","BAL",116.2,106.99926773455378,107.95090909090911,,,107.56451178451177,97.639587628866,113.01473417721517,,,106.87431330472103,106.68749999999999,112.82019313304718,"Grayson Rodriguez",24492,680570
"Spencer Schwellenbach","ATL",123.2,102.0446630236794,98.1074418604651,99.8991167192429,112.05909090909091,113.34037333333332,101.31672727272726,,,,104.85658510638301,108.98622340425533,112.70260638297876,"Spencer Schwellenbach",31846,680885
"Justin Slaten","BOS",55.1,113.39873417721519,,94.25823529411761,,112.34760000000001,128.855,,,,107.19172839506173,103.11234567901232,112.42488888888887,"Justin Slaten",25648,686580
"Pete Fairbanks","TBR",45.1,115.37104972375688,,,,139.98244372990357,,110.34190476190476,,,126.179711815562,86.10100864553316,112.32850144092222,"Pete Fairbanks",17998,664126
"Tyler Glasnow","LAD",134,105.49672055427253,112.12511627906981,,,104.93389830508474,113.7791758241758,,,,107.47188375713544,102.16925791385573,112.1470160871822,"Tyler Glasnow",14374,607192
"Tarik Skubal","DET",192,103.34298800436206,111.1873076923077,,,108.60899038461541,,122.82851752021564,96.93830508474574,,110.60562431343833,102.02645917246426,112.07270596850972,"Tarik Skubal",22267,669373
"Ben Joyce","LAA",34.2,137.4455870445344,119.87172774869109,,,116.38707317073172,,139.3257142857143,,,128.12225508317928,87.73493530499076,112.0342329020333,"Ben Joyce",31461,690829
"José Alvarado","PHI",61.2,,106.88268211920534,132.8048780487805,,,133.71333333333334,,,,117.4013622902271,92.45932872655477,111.87002961500488,"Jose Alvarado",17780,621237
"Alex Vesia","LAD",66.1,115.41601731601726,,,,117.02168604651162,,93.17894736842105,,,114.7955226641998,98.47837187789088,111.85687326549498,"Alex Vesia",25007,681911
"Joe Ryan","MIN",135,107.31342886386899,99.66222222222221,,101.83947252747251,107.13616810877627,,,,,106.31152812344445,108.27666500746639,111.50715778994524,"Joe Ryan",21390,657746
"Robert Suarez","SDP",65,119.88927325581389,117.23577464788733,94.94,,,,106.69243697478987,,,117.80349206349207,95.57056084656087,111.45115343915343,"Robert Suarez",30115,663158
"Chris Sale","ATL",177.2,99.01176691729324,100.96297029702968,,,118.12844052863436,,93.92285024154589,,,106.11900355871886,109.63854804270467,111.4438007117437,"Chris Sale",10603,519242
"George Kirby","SEA",191,101.42617676266137,105.6431098430813,102.94181818181818,114.8946357615894,95.46663817663818,,,115.68748971193413,,103.55341455160743,109.51967512690356,111.27715736040611,"George Kirby",25436,669923
"Hunter Gaddis","CLE",74.2,96.6820873786408,,,,97.4012033195021,,116.34309392265195,,,100.281329588015,110.15513108614232,111.2432958801498,"Hunter Gaddis",25636,683769
"Cole Ragans","KCR",186.1,106.71043745203377,,96.37507082152975,,127.77062656641603,,109.80791891891892,101.62037151702786,,108.42342122186496,101.19405144694534,111.23211575562699,"Cole Ragans",21846,666142
"Luis García","- - -",59,87.33382591876209,99.02488322717622,130.05066666666667,101.54155688622755,119.07447777777779,,,,,103.01176257162307,107.43452915479834,110.95635837634569,"Luis Garcia",6984,472610
"Edwin Uceta","TBR",41.2,,,106.25286713286715,,108.10307692307691,118.75333333333333,96.96567685589521,,,107.39431137724547,104.52311377245508,110.94982035928143,"Edwin Uceta",20539,670955
"Ryan Walker","SFG",80,104.31333333333333,100.19550855935586,,,132.04864272004383,,,,,114.42255389991823,102.18852581968858,110.85182683740818,"Ryan Walker",20423,676254
"Cade Smith","CLE",75.1,102.36841191066998,,,112.83278008298754,111.82739495798319,,,,,105.51112068965519,106.93725862068968,110.7751206896552,"Cade Smith",27867,671922
"Bryan Woo","SEA",121.1,107.89606674612635,106.29862944162437,,,111.7048125,,86.99296296296298,,,106.31850117096026,108.17806791569089,110.74682669789227,"Bryan Woo",30279,693433
"Yusei Kikuchi","- - -",175.2,102.82160116448327,,,,102.07455604075692,97.58322097378276,99.924012345679,,,101.37381100159067,109.19579716932796,110.7441372265489,"Yusei Kikuchi",20633,579328
"Jesus Tinoco","- - -",40.2,103.31341463414635,96.39479999999999,78.58,,116.06486646884274,,88.81333333333333,,,106.92481051399764,105.92574912233322,110.67525618867585,"Jesus Tinoco",16300,622786
"Logan Gilbert","SEA",208.2,95.94846481876331,101.33555555555559,92.21389408099688,122.49700245700244,98.61829218106996,99.98250696378831,,,,100.5009514370664,106.86328377931943,110.63924017178726,"Logan Gilbert",22250,669302
"Jhony Brito","SDP",43.2,87.3794011976048,115.80091503267974,,,109.79365853658538,,109.72150234741788,93.99285714285715,,104.81160453808748,103.3886547811993,110.51205834683957,"Jhony Brito",25386,666745
"Trent Thornton","SEA",72.1,100.65789473684211,100.17523809523807,105.1628,,111.57585964912279,131.01838235294122,106.08857142857144,,,110.95772285966461,103.31684024713157,110.5073962930273,"Trent Thornton",17948,663423
"Matt Strahm","PHI",62.2,127.23294797687866,107.67726618705038,96.80785714285715,,120.38342541436465,,,,,119.43639240506329,96.6014556962026,110.40261603375528,"Matt Strahm",13799,621381
"Andrew Kittredge","STL",70.2,91.69603174603174,96.79511936339517,,,99.8825984251968,,,,,97.71332671300895,113.88617676266135,110.14428997020865,"Andrew Kittredge",12828,552640
"Framber Valdez","HOU",176.1,87.17333333333333,95.75441696113074,,,114.9370588235294,120.36042496679944,106.80134883720935,,,106.0524958677686,100.022479338843,110.03519834710742,"Framber Valdez",17295,664285
"Kris Bubic","KCR",30.1,103.45352657004833,103.66461538461537,149.26,,91.22072727272727,,91.63350649350647,,,97.27178494623658,114.98774193548384,110.00812903225804,"Kris Bubic",21455,663460
"Zach Pop","TOR",48.1,,105.82775735294115,92.15760869565217,,119.75636363636362,,,,,106.15830832196453,104.51811732605732,109.9266030013643,"Zach Pop",20185,647315
"Gerrit Cole","NYY",95,107.52383638928069,95.36000000000001,109.43359999999998,,112.93669642857144,,83.41442622950818,113.7988850174216,,108.75661659046376,100.52755062050947,109.63827563683866,"Gerrit Cole",13125,543037
"Angel Zerpa","KCR",53.2,80.77394871794873,116.70748792270531,,,118.67967741935485,152.04666666666668,92.52742268041237,,,107.50292682926832,100.80704135737014,109.43011664899261,"Angel Zerpa",22717,672582
"Nick Pivetta","BOS",145.2,103.12928509905254,,92.91211267605634,,122.1374129125427,79.08673521850898,,,,105.0847892671564,105.57170322366963,109.41730376383597,"Nick Pivetta",15454,601713
"Blake Treinen","LAD",46.2,78.19268292682929,103.47230158730157,89.51579831932773,,129.4600704225352,,,,,108.39450340136055,104.33208163265311,109.32938775510208,"Blake Treinen",12572,595014
"Aaron Nola","PHI",199.1,106.59497181510712,103.749018404908,93.64843537414966,,,,76.10964169381107,120.91277407054335,,106.5982510223341,104.21791758414598,109.3157470902799,"Aaron Nola",16149,605400
"Jeff Hoffman","PHI",66.1,109.60334190231363,115.21424999999999,,105.67663865546218,114.64542288557219,,,,,111.65200404858295,98.46609311740892,109.26888663967605,"Jeff Hoffman",17432,656546
"Andrew Nardi","MIA",49.2,102.85785843920144,,,,111.01068965517244,,95.80571428571429,,,105.9116814159292,105.73008849557523,109.18867256637168,"Andrew Nardi",25942,677053
"Andrés Muñoz","SEA",59.1,107.8583006535948,116.89086294416248,,,114.8504250559284,,,,,117.53614203454893,95.9646641074856,109.14988483685221,"Andres Munoz",20373,662253
"Jorge Alcala","MIN",58.1,101.00014563106798,113.22571428571429,,,123.18866666666666,,90.71775280898876,,,109.48380540540536,99.65007567567574,109.13742702702707,"Jorge Alcala",19459,660896
"Hunter Harvey","- - -",50.2,103.96519434628978,,,111.91342857142857,123.97714285714285,97.95904761904761,,,,106.09184141574313,104.93658710036661,109.12360428273031,"Hunter Harvey",15507,640451
"José Soriano","LAA",113,93.55755905511812,103.85310173697269,,119.471914893617,104.74610526315789,,,101.19573696145125,,102.95754070046067,104.92233578081205,109.05673535771231,"Jose Soriano",22100,667755
"Kevin Kelly","TBR",70.2,136.46173913043478,100.26245669291339,101.58160919540231,,136.56285714285715,,,,,111.28596491228066,106.71627680311882,108.91740740740745,"Kevin Kelly",25679,687330
"Anthony Banda","LAD",49.2,94.78029411764703,114.18000000000002,,,119.00831050228311,,90.91624999999999,,,105.80716705408825,103.1842664408752,108.89043272012032,"Anthony Banda",14706,607455
"Camilo Doval","SFG",59,,93.15551282051281,97.0715873015873,,123.02710951526029,,,,,109.84668508287292,95.98480662983422,108.72872928176794,"Camilo Doval",21992,666808
"Cristopher Sánchez","PHI",181.2,,93.99158610271904,87.83999999999999,,106.05822033898305,,117.67733466933869,,,104.48173194394538,103.4667624865253,108.72799856270211,"Cristopher Sanchez",20778,650911
"Logan Webb","SFG",204.2,89.1324705882353,105.4378386844166,89.65452380952381,,97.27985294117646,,109.062101010101,,,103.53575871819041,105.94231856738917,108.70242538485704,"Logan Webb",17995,657277
"David Robertson","TEX",72,,116.03411764705882,110.51283854166671,,94.38765432098766,,74.9504761904762,111.08604938271607,,109.05973553719015,99.26880991735533,108.58971900826444,"David Robertson",8241,502085
"Blake Snell","SFG",104,93.79444579780754,,,,99.10921348314606,107.17856832971802,101.4075884244373,,,99.14377765173005,106.1889619965967,108.5733182076007,"Blake Snell",13543,605483
"Nick Martinez","CIN",142.1,90.34071278825996,92.22561497326203,86.87150812064964,,104.23153846153845,89.96703557312254,122.18208695652173,,,97.65987986635317,112.2505088289032,108.46465679428962,"Nick Martinez",12730,607259
"Luis Castillo","SEA",175.1,101.49223300970873,106.54569744597248,,,116.16767973856211,,97.74277915632753,,,105.19114670549693,105.74227884965418,108.27286494357479,"Luis Castillo",15689,622491
"Tyler Ferguson","OAK",51.1,112.77487341772152,107.78636871508375,108.69961165048545,,126.29154228855728,,100.42899999999999,,,114.16268948655262,97.35860635696822,108.21745721271392,"Tyler Ferguson",19481,621053
"Kyle Leahy","STL",48.2,87.73155844155842,,,,107.9873624288425,93.0690909090909,82.804375,,,93.21536690647486,109.36782733812952,108.2000287769784,"Kyle Leahy",24763,681517
"Bryce Miller","SEA",180.1,108.7699655765921,102.76782978723404,92.41714285714284,112.73330490405117,97.45802414928652,,,104.80786885245902,,105.66274881516594,102.33908858913597,108.17693765949693,"Bryce Miller",29837,682243
"Jared Jones","PIT",121.2,101.82012738853504,,,,106.2702102102102,88.80674157303372,96.74587301587299,,,101.82213643574826,104.88075092543627,108.16722369116864,"Jared Jones",27863,683003
"Ryan Pepiot","TBR",130,108.2459375,,101.68453124999999,,100.76377358490564,100.4062068965517,109.2643650793651,,,106.59149929939282,101.02667912190567,108.03886034563287,"Ryan Pepiot",26221,686752
"Dylan Lee","ATL",59.2,100.2844210526316,,,,111.87480851063827,,87.50211538461541,,,105.06527549824153,103.69516998827666,107.88070339976558,"Dylan Lee",19996,669276
"Elvis Peguero","MIL",51.1,,105.92019559902202,,,110.51279236276847,76.48,,,,108.20169286577995,98.90031438935912,107.78805320435305,"Elvis Peguero",21652,665625
"Chris Martin","BOS",44.1,98.46617647058825,99.70032258064515,100.31264214046826,108.18046511627908,140.29999999999998,,,,,101.09068912710565,111.63246554364476,107.74297090352219,"Chris Martin",11847,455119
"Seranthony Domínguez","- - -",58.2,114.2558732154081,111.69151003258449,,,125.3730910132712,,82.27499999999999,,,117.89610265868428,90.74208844014422,107.73156462865624,"Seranthony Dominguez",19249,622554
"Cole Sands","MIN",71.1,95.56975308641977,98.44492063492066,97.91350877192984,107.85141414141417,,111.94122699386506,,,,100.98621527777766,107.26147569444451,107.6772395833333,"Cole Sands",21461,663485
"Michael Grove","LAD",51,95.27714285714286,99.37395539059011,98.19335880933227,,98.43274731327783,,,104.1023088455772,,98.90928507692949,107.21582287453613,107.65803794354335,"Michael Grove",23221,675627
"Keegan Akin","BAL",78.2,108.14615835777124,,,,104.30523690773066,,95.84210526315789,,,105.6582799325464,104.10091062394595,107.55998313659357,"Keegan Akin",19362,669211
"Josh Winckowski","BOS",76,100.54126984126985,110.95621103117507,103.66077981651374,,110.44193939393938,,92.39647798742136,,,105.44052456112766,100.61982390918385,107.4465272752867,"Josh Winckowski",22387,670174
"Nick Mears","- - -",57.2,106.93898657502163,,,,113.25386632737846,103.36486581920903,,,,107.69073813524626,100.01636189086962,107.39867412396498,"Nick Mears",25376,683232
"Hunter Greene","CIN",150.1,105.5183615819209,,,108.52252336448599,123.80288288288286,111.06755555555556,,,,112.20583072100312,96.20376175548586,107.2813009404389,"Hunter Greene",22182,668881
"Michael Wacha","KCR",166.2,88.20838187702265,89.19909319899243,80.10459459459457,,91.33383333333335,89.90349056603776,123.95423122765196,,,99.36512959381045,105.5332224371374,107.19987620889748,"Michael Wacha",14078,608379
"Paul Sewald","ARI",39.2,118.02053191489362,,,,111.54698795180724,,88.85499999999999,,,115.24611464968152,93.91757961783438,107.14054140127392,"Paul Sewald",13892,623149
"Tim Hill","- - -",67,94.34837320243363,116.99119139784948,,,94.42588235294119,,,,,110.04745675800781,100.23669950350983,107.10267842173027,"Tim Hill",16814,657612
"Spencer Bivens","SFG",48.2,75.68680851063831,97.0190502793296,93.24815789473683,,125.92590163934426,,90.18576923076922,,,101.56920160624027,104.12910494427167,107.0921724784539,"Spencer Bivens",30226,702352
"Pierce Johnson","ATL",56.1,87.8505882352941,,94.0328205128205,,,114.1478963414634,,,,106.93803278688526,102.6617923497268,107.08834972677597,"Pierce Johnson",13435,572955
"Emilio Pagán","CIN",38,109.19517647058822,,97.27093167701865,94.79033707865169,,,,,,103.71366129127533,107.18171705357672,107.05444361746116,"Emilio Pagan",14771,641941
"Joe Jiménez","ATL",68.2,109.60274353876743,,,,102.92462962962962,,87.38000000000001,,,105.34923643054283,103.38086476540936,107.04991720331184,"Joe Jimenez",15761,641729
"Craig Kimbrel","BAL",52.1,115.62240506329114,,,,106.80170212765957,,72.53600000000002,94.41107913669069,,108.83162162162165,97.94178794178794,107.00299376299381,"Craig Kimbrel",6655,518886
"Matt Bowman","- - -",30.2,83.91333333333334,102.60601036269432,86.85673469387754,85.69893333333333,111.94609374999999,,,,,99.24181086519114,104.82925553319919,106.95585513078471,"Matt Bowman",13528,621199
"Hoby Milner","MIL",64.2,94.3388340807175,97.1322754491018,,,106.12157434402333,,88.65790209790211,,,98.33462833847273,111.4617880767641,106.75771996027808,"Hoby Milner",13346,571948
"Patrick Sandoval","LAA",79.2,88.94770562770562,94.27370517928286,,,122.0464265927978,95.57923076923079,114.06239608801958,,,104.39930362116989,98.79224233983288,106.71718662952644,"Patrick Sandoval",19447,663776
"Carlos Rodón","NYY",175,101.6159503592423,,93.79119266055048,,124.36509316770186,102.50645914396888,115.40039999999999,,,109.09202711426728,97.30552614590057,106.68164622336992,"Carlos Rodon",16137,607074
"Pablo López","MIN",185.1,93.64484349258649,106.46785388127856,,,92.46113496932514,99.74684563758389,87.38110183639397,,,93.64889038332214,113.27292535305992,106.60843981170136,"Pablo Lopez",17085,641154
"José Ruiz","PHI",51,102.17296803652968,94.23154639175256,,,87.76137931034482,116.30231003039516,93.76518518518517,,,105.21900867410162,102.27135068153659,106.33499380421316,"Jose Ruiz",14552,614179
"Carlos Estévez","- - -",55,101.12167330677289,,,,118.81012987012987,98.46,83.30847058823528,,,104.21619842856668,103.2004847082736,106.2907469798298,"Carlos Estevez",14542,608032
"Kyle Bradish","BAL",39.1,94.26681818181818,94.52371747211896,,,109.01452736318407,98.49741379310345,,,,99.51557206537888,107.59655274888559,106.12933135215454,"Kyle Bradish",24586,680694
"Brandon Pfaadt","ARI",181.2,97.8111468381565,96.05796774193551,,80.3,121.41407601572743,94.35324324324326,81.09661341853032,,,101.71494971264364,106.54836206896553,106.072183908046,"Brandon Pfaadt",27782,694297
"Chris Paddack","MIN",88.1,88.68130990415335,,,,90.87496124031007,92.03585858585858,101.53873015873016,,,92.83675190048378,112.52920525224607,106.04930200414653,"Chris Paddack",20099,663978
"Hunter Strickland","LAA",73.1,94.87436314363146,100.18807692307692,125.18049382716053,,108.31151020408167,,76.13267605633804,,,104.6128027681661,102.16740484429066,106.04313148788921,"Hunter Strickland",7836,519326
"Ryne Stanek","- - -",55.1,101.93846416382253,97.13499999999999,,132.3288995215311,114.12296296296297,,,,,110.3809565755523,93.69830638598292,106.03866907117671,"Ryne Stanek",15947,592773
"Shota Imanaga","CHC",173.1,104.46148588410104,76.88481481481482,83.83666666666666,85.75170670037929,115.22884422110552,80.20547619047622,97.66059999999999,,,97.85664591439688,109.19628793774316,106.03376653696498,"Shota Imanaga",33829,684007
"Jared Koenig","MIL",62,152.25333333333333,101.31323024054983,111.81453124999999,,,143.2603007518797,90.80799999999998,,,109.32661652952866,99.47364470026756,105.92455409442806,"Jared Koenig",27517,657649
"Brayan Bello","BOS",162.1,88.00992248062018,103.71596700274979,,,95.07571052631577,,89.18490410958904,,,96.6256414048059,107.40155268022176,105.8861072088725,"Brayan Bello",23920,678394
"Nate Pearson","- - -",66.1,101.9628368606702,114.63000000000001,,126.78,111.25950046435938,134.85782076441456,,,,109.78485837387824,96.79483940277083,105.73629670685291,"Nate Pearson",20160,663878
"Garrett Cleavinger","TBR",60,105.52752000000001,119.0017391304348,109.84227272727273,,122.26989247311829,,,,,113.9699802761341,93.59814595660747,105.73538461538463,"Garrett Cleavinger",17897,664076
"Carmen Mlodzinski","PIT",50.2,97.77165217391304,,97.5179190751445,,122.41480535342545,,101.07333333333334,,,106.17155349285689,101.06095793437197,105.7154350280418,"Carmen Mlodzinski",27572,669387
"Ryan Pressly","HOU",56.2,94.40315112540195,102.0505882352941,,,107.66364312267658,116.33321739130437,101.15999999999998,,,104.49463362068974,99.85849137931035,105.68439655172418,"Ryan Pressly",7005,519151
"John King","STL",60,92.23166666666667,103.80302419354842,,,120.41425742574259,,82.62580086580087,,,99.6760384153661,106.5003361344538,105.53238895558219,"John King",22051,667463
"Chad Green","TOR",53.1,99.73718253968255,,83.3,,108.94012121212123,,,,,103.23835125448024,104.18781362007174,105.48654719235363,"Chad Green",15552,643338
"Ranger Suárez","PHI",150.2,85.7598657718121,101.24246498599439,96.62036231884058,,71.86,103.68308370044052,98.42849462365592,,,97.6204259094942,109.08042590949424,105.45591836734692,"Ranger Suarez",17277,624133
"Sonny Gray","STL",166.1,89.8264983164983,99.33203619909501,83.07678733031673,,122.13424000000002,80.4505507246377,79.44301886792451,,,94.88589567327136,105.81520420541848,105.43472705216335,"Sonny Gray",12768,543243
"Bryan Hudson","MIL",62.1,97.22645962732918,,91.87333333333336,,109.44648148148147,,,,,98.79133261105092,108.96777898158183,105.36483206933913,"Bryan Hudson",19924,663542
"Aaron Bummer","ATL",55.1,100.48350515463918,103.54489690721654,102.06326530612243,,122.8057985257985,134.37363636363636,82.53636363636362,,,111.69761316872425,99.1174691358025,105.33080246913579,"Aaron Bummer",16258,607481
"David Bednar","PIT",57.2,112.92929577464793,,,109.77461224489797,,104.02755980861247,,,,110.3526594700687,95.8415309126594,105.29660451422961,"David Bednar",19569,670280
"A.J. Minter","ATL",34.1,105.54963855421688,,113.09077777777777,,,,95.17673913043478,,,106.3189210019268,100.08077071290947,105.28369942196538,"A.J. Minter",18655,621345
"Cam Booser","BOS",42.2,111.61263157894734,,103.25520325203252,,110.47402439024387,,,,,108.35953757225425,97.81745664739886,105.1256647398844,"Cam Booser",16061,592155
"Slade Cecconi","ARI",77,91.67988716502117,,,,99.75421221864953,100.09931034482759,98.82522292993632,,,95.1693722555798,112.46632996019824,105.0873410785434,"Slade Cecconi",27500,677944
"Tanner Houck","BOS",178.2,,103.11995480225987,86.1895,89.4657142857143,108.72818744473918,,,,,101.79378854625556,104.94916299559472,104.9848384728341,"Tanner Houck",19879,656557
"Joel Payamps","MIL",59,107.63364864864872,91.0275581395349,,,107.38116022099445,,81.41333333333333,,,102.37903910614521,104.68176536312845,104.7800670391062,"Joel Payamps",14332,606303
"Raisel Iglesias","ATL",69.1,99.73219696969701,102.28737967914438,,,122.99812500000006,,90.17164912280704,,,103.24661551577152,101.84995737425398,104.76460358056262,"Raisel Iglesias",17130,628452
"Jason Foley","DET",60,94.11805555555556,102.66062240663902,,,107.03693950177939,,78.58204081632653,,,102.02818594104309,105.07321995464847,104.72879818594103,"Jason Foley",19531,671345
"Luke Jackson","- - -",53,86.34302405498282,,83.3075,,110.72524921772981,103.62403100775191,,,,101.71345746457489,101.51669861369565,104.70838006687077,"Luke Jackson",11752,592426
"MacKenzie Gore","WSN",166.1,103.11076644538319,,,,101.5332942898975,107.14808873720135,98.08274368231045,,,102.6320523138833,100.08093226022802,104.56832327297118,"MacKenzie Gore",22201,669022
"Kyle Finnegan","WSN",63.2,101.7149514563107,,,104.84675958188153,124.31864406779661,,,,,103.81416430594895,104.37888574126539,104.40523135033045,"Kyle Finnegan",15009,640448
"Yoshinobu Yamamoto","LAD",90,83.45217241379308,98.83238095238096,89.00871794871796,109.41210374639773,114.18734693877552,91.5452121212121,,,,93.46394644115574,109.29157152924599,104.34617336152218,"Yoshinobu Yamamoto",33825,808967
"Daniel Hudson","LAD",63,100.455991902834,98.4068,,,100.95869674185461,,85.66648648648649,,,104.02446494464944,104.05983394833943,104.33725092250923,"Daniel Hudson",7146,543339
"Zach Eflin","- - -",165.1,90.55384267316394,95.0963249015136,95.20424231951675,,118.57033787330552,115.27707954383463,81.85485458612975,,,99.85417565729523,108.08458952322822,104.32818276369022,"Zach Eflin",13774,621107
"Kevin Ginkel","ARI",70,83.68908794788273,93.1448695652174,,,107.99235164835166,,,,,93.96566101694917,110.39169491525423,104.23086440677965,"Kevin Ginkel",19876,656464
"Nestor Cortes","NYY",174.1,107.41899841017486,119.3115,101.9386449184442,,108.61747569808745,,95.4802181818182,,,105.15306877616874,99.73419797216691,104.22587678099974,"Nestor Cortes",17874,641482
"Luke Weaver","NYY",84,107.61334346504557,,92.14077669902913,,,,99.54015873015874,85.54705882352941,,101.61327917282127,98.84175775480061,104.19682422451997,"Luke Weaver",16918,596133
"Justin Wilson","CIN",46.2,103.15133663366335,,96.17857142857143,98.17777777777779,124.10888888888887,,,,,106.7246134969325,98.86898159509195,104.06353374233126,"Justin Wilson",4301,458677
"Tanner Banks","- - -",72.1,95.02384860675036,100.17272727272727,,,102.47895833333335,126.15451428571431,95.60102677307975,,,102.65811851744373,101.41676950163523,103.94755472437028,"Tanner Banks",16990,621383
"Hunter Brown","HOU",170,104.0437337227776,110.7213961257413,100.32095312360751,,97.48283783783785,,88.73192566760616,102.86317413905137,,102.16148508723646,101.01785132269225,103.9319172013502,"Hunter Brown",25880,686613
"James McArthur","KCR",56.2,79.28938271604936,96.19496894409936,,,91.1841237113402,122.45052631578949,,,,102.45155210643013,101.27552106430161,103.89476718403542,"James McArthur",21527,663704
"Justin Steele","CHC",134.2,96.0234646962233,100.4097247706422,,,121.55726973684209,118.00818181818181,89.13194029850744,,,104.11178553861286,100.88872602065908,103.8323069355632,"Justin Steele",17312,657006
"Jack Flaherty","- - -",162,102.67850862091657,83.36979332273448,,,93.36311043404199,,82.64369714285712,108.44929454685101,,100.28302356847888,103.6439365119012,103.74306183922806,"Jack Flaherty",17479,656427
"Robert Garcia","WSN",59.2,102.30736000000002,,,,114.10172185430461,,94.71450847457628,,,101.83432518597232,106.01113708820398,103.67185972369822,"Robert Garcia",23363,676395
"Jakob Junis","- - -",67,101.79787234042553,83.16322580645162,84.3,,110.77461358313818,,71.53468354430379,,,96.58904669984754,112.65265902161241,103.6248229755179,"Jakob Junis",13619,596001
"Randy Rodríguez","SFG",52.1,108.05933788361895,99.47741379310345,,,107.92118407494145,,94.54135435992578,,,106.64601347065755,95.418012624966,103.57786402488749,"Randy Rodriguez",23974,678495
"Steven Matz","STL",44.1,,88.5211086474501,,,90.18653846153846,104.3175438596491,101.92938144329895,,,93.29059087167292,111.2048384097076,103.49838089575901,"Steven Matz",13361,571927
"Kutter Crawford","BOS",183.2,105.06226890756305,,95.32911504424777,101.8396694214876,105.08835249042144,,,78.10633663366337,,99.75271306818192,104.22772017045462,103.46754261363641,"Kutter Crawford",20531,676710
"Max Fried","ATL",174.1,102.58042128603103,105.4722196796339,104.44630872483224,,107.65040685224834,104.01827586206898,91.03246684350134,,,102.5717937545389,98.27666666666664,103.31889615105302,"Max Fried",13743,608331
"Reed Garrett","NYM",57.1,107.09068322981365,111.68478632478632,108.68542222222223,118.57621621621624,112.78712041884816,,,,,115.53566600397612,85.30421471172966,103.27395626242551,"Reed Garrett",16866,657585
"Mitch Spence","OAK",151.1,,89.03812672176308,95.63747454175152,,102.06269135802471,116.68260869565216,80.08814814814815,,,99.14465168036287,103.26085398994675,103.25376414227897,"Mitch Spence",27707,687765
"JoJo Romero","STL",59,85.17296703296705,108.16295264623957,,,121.77070512820515,,88.87961783439488,,,107.19899233296823,96.26558598028478,103.25204819277113,"JoJo Romero",19574,668941
"Taj Bradley","TBR",138,108.44188087774293,,106.89003875968993,109.88344155844158,,97.90078048780488,,,,107.52808045474417,93.1379711412331,103.2354088325317,"Taj Bradley",22543,671737
