Name,Team,IP,Stf+ FA,Stf+ SI,Stf+ FC,Stf+ FS,Stf+ SL,Stf+ CU,Stf+ CH,Stf+ KC,Stf+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Jordan Wicks","CHC",46,101.06837696335077,95.43142857142858,108.00833333333333,,114.05324324324323,93.45846153846153,104.80509090909092,,,102.06944745271065,99.97974602587189,103.10918044757507,"Jordan Wicks",30094,696136
"Mike Baumann","- - -",58.1,101.77247113163972,102.74,,,92.19204724409447,,90.925,122.3612324929972,,106.15538894095594,93.85030927835054,103.0883411433927,"Mike Baumann",20206,657508
"Sean Hjelle","SFG",80.2,,93.12935338345862,80.00656250000002,,,,,110.91197115384618,,97.9278762541806,106.31749163879599,103.03921404682279,"Sean Hjelle",21481,663546
"Casey Mize","DET",102.1,93.09212735166425,104.6525,,102.83919753086418,95.66560483870968,,,95.25940298507464,,96.66887436389477,106.20195487500575,103.01224945149227,"Casey Mize",20492,663554
"Gavin Williams","CLE",76,100.03150568181819,,103.3059756097561,,101.3865806451613,96.72767527675278,87.14756756756756,,,99.26002945508098,103.44533136966129,102.96692194403538,"Gavin Williams",30122,668909
"Luis Gil","NYY",151.2,107.10988452655889,,,,117.38173913043482,,94.65340267459136,,,106.67754372623571,92.11804562737642,102.85971102661597,"Luis Gil",21052,661563
"Bailey Ober","MIN",178.2,94.92062256809338,,90.52764258555136,,94.13322884012538,88.29548387096774,93.02941919191917,,,93.34024544440317,109.07808850873934,102.82313127556715,"Bailey Ober",21224,641927
"Tayler Scott","HOU",68.2,105.33118788972354,102.0078125,,94.21863961722487,103.12336359190654,,,,,102.18892435052562,100.58996668663654,102.8173996514351,"Tayler Scott",13652,605463
"Nathan Eovaldi","TEX",170.2,96.4320326864147,,95.07211340206185,106.16881188118813,96.44229885057474,103.45532033426184,,,,100.18245319067638,103.9232556362247,102.76962934658009,"Nathan Eovaldi",9132,543135
"Erik Miller","SFG",67.1,88.41865206979128,,,,131.35017482517475,,100.59459424724602,,,99.53410198728596,103.092442552404,102.70675689840883,"Erik Miller",26252,669062
"Brant Hurter","DET",45.1,86.64869565217391,106.65895384615386,,,120.73565656565654,,80.81131578947368,,,106.51480736020304,100.28480261524456,102.58633987144471,"Brant Hurter",30133,676428
"Joe Musgrove","SDP",99.2,97.11077777777777,90.19064516129032,106.17324137931035,,113.20618279569895,119.09451807228918,79.5718918918919,,,105.9213545266068,97.9856530753283,102.56789219073946,"Joe Musgrove",12970,605397
"Christian Scott","NYM",47.1,99.27942307692307,,,96.69000000000001,109.33996539792386,,,,,102.51783439490445,100.37212738853505,102.54935031847134,"Christian Scott",30107,681035
"Gregory Soto","- - -",53,99.34595006477964,109.3750020219085,91.01142857142857,,124.08056582817713,,,,,113.23884117393061,92.75027832859824,102.45608967571418,"Gregory Soto",19677,642397
"David Festa","MIN",64.1,99.31601809954753,,,,99.64292263610315,,91.83668831168832,,,97.3167688567853,102.50101868133923,102.37514834867208,"David Festa",30056,701581
"Jason Adam","- - -",73.2,102.3979106101827,,,,116.55923216461834,,103.13457851239671,,,107.01542370529582,93.4286168781095,102.32052590436867,"Jason Adam",11861,592094
"Cionel Pérez","BAL",53.2,89.87856459330143,110.53909090909092,,,104.61858024691358,,,,,103.2561960326721,99.2908518086348,102.31775962660444,"Cionel Perez",19614,672335
"Zack Littell","TBR",156.1,89.61089253187615,84.57222826086957,,108.6073611111111,100.37188508064516,,,,,93.73731916632605,107.99151614221495,102.30768287699226,"Zack Littell",15823,641793
"Kevin Gausman","TOR",181,99.31791143423662,96.1252564102564,,94.76673618352447,93.52418410041841,,,,,97.13630434782608,103.98572230014022,102.16625525946705,"Kevin Gausman",14107,592332
"Will Vest","DET",70.1,90.4946518987342,113.36924137931035,,,105.55225806451612,,106.12928571428576,,,98.235440140845,105.54751760563383,102.0124647887324,"Will Vest",19769,676684
"Gavin Stone","LAD",140.1,93.91691729323307,107.67995884773663,84.85060869565217,,99.03995833333332,80.83692307692307,94.59158813263525,,,96.90690298507464,102.91628731343283,101.93085820895527,"Gavin Stone",27792,694813
"Bowden Francis","TOR",103.2,101.68962500000002,82.22444444444444,,101.64682926829269,87.0962237762238,105.06671378091875,,,,100.40630841756068,102.46118870042696,101.88718880348732,"Bowden Francis",20548,670102
"Clarke Schmidt","NYY",85.1,,87.04655737704918,103.67426326129667,,109.7981967213115,,89.26444444444445,121.04022641509435,,104.8099380591879,98.28912594631801,101.87731589814177,"Clarke Schmidt",19899,657376
"Jake Cousins","NYY",38,109.36666666666667,99.24958139534883,,,120.23456264775415,,,,,113.14809968847355,91.17900311526476,101.77560747663553,"Jake Cousins",21620,664776
"Ryne Nelson","ARI",150.2,104.17454138702463,,87.62375565610861,,101.85732258064517,89.43080291970801,100.27966386554621,,,99.78124941370291,103.29124457238896,101.7109761454915,"Ryne Nelson",26253,669194
"Matthew Liberatore","STL",86,88.50682291666665,101.15696750902525,101.43758620689655,,124.29711229946523,154.7018181818182,81.03333333333333,,,106.59810959656244,95.22440069830694,101.69849556126185,"Matthew Liberatore",22294,669461
"Luis Severino","NYM",182,100.83521951219511,101.70567039106145,97.22695278969955,,124.49379925650558,,97.56129032258065,,,107.53346995484542,96.12334838485579,101.69779784647447,"Luis Severino",15890,622663
"Paul Blackburn","- - -",75.1,82.23830508474576,87.34424242424244,92.06786516853931,,95.41336633663366,94.27284552845528,84.24611872146117,,,88.93625842985367,108.80407360820735,101.67138880456413,"Paul Blackburn",14739,621112
"Calvin Faucher","MIA",53.2,,90.06853658536585,112.16457446808506,,120.24470588235292,98.15013953488375,,,,102.326517311609,99.60920570264766,101.66810590631364,"Calvin Faucher",20116,676534
"Frankie Montas","- - -",150.2,98.42877434135168,99.29690476190476,103.87569105691053,110.92691511387163,118.7668327402135,,,,,104.09022028281858,97.14154638462692,101.63250798427094,"Frankie Montas",14309,593423
"Reid Detmers","LAA",87.1,97.34831275720163,,,,120.65338199513381,93.6444933920705,95.43531531531534,,,102.04095176848877,99.82096463022508,101.60872025723476,"Reid Detmers",27468,672282
"Colin Holderman","PIT",51.1,108.10333333333334,101.79696428571427,102.2,,123.18809756097565,,,,,112.10144522144526,90.00517482517486,101.59254079254086,"Colin Holderman",22361,670059
"J.T. Ginn","OAK",34,82.66,96.12372623574144,,,88.81597484276729,,83.43333333333332,,,91.54626782519806,108.02089155805434,101.44755745804582,"J.T. Ginn",27889,669372
"Tyler Alexander","TBR",107.2,106.18494623655914,89.28694063926939,97.55577358490567,,115.4796584448716,,83.4067543859649,,,100.17080597042647,105.33105484583241,101.44682015505633,"Tyler Alexander",17735,641302
"Shawn Armstrong","- - -",66.2,100.87545426579163,102.14812632590163,97.48384898027979,,119.76001292824823,,,,,103.49874499551422,103.18616646932682,101.40059932124532,"Shawn Armstrong",12857,542888
"Justin Verlander","HOU",90.1,99.46694408322494,,,,126.35232786885246,116.47335260115607,116.21712499999998,,,110.06789107029768,92.60531982267257,101.37025965801142,"Justin Verlander",8700,434378
"Carlos Hernández","KCR",30,103.32831683168318,,,90.4659375,114.73592920353984,,,114.75375,,105.79242857142856,96.26642857142862,101.37007142857145,"Carlos Hernandez",22713,672578
"Erick Fedde","- - -",177.1,75.53999999999999,79.88047138047138,89.33449678800856,,108.431217838765,,79.57105485232069,,,88.59188208584264,111.01086759657137,101.36736217239405,"Erick Fedde",17425,607200
"Cody Bradford","TEX",76.1,79.72895765472312,,78.8725,,86.0429268292683,102.87439999999998,92.6829906542056,,,86.63504341488151,115.25565258135198,101.31865348978987,"Cody Bradford",27597,674003
"Brent Suter","CIN",65.2,102.09835616438355,102.88537037037038,,,92.37568862275445,,94.0189108910891,,,99.13269843264689,101.85267802533856,101.30292620453982,"Brent Suter",13942,608718
"Jesús Luzardo","MIA",66.2,90.39831381733022,88.29844444444443,,,118.5691772151899,89.22,90.50056451612905,,,98.44323774283073,100.86588344125809,101.25861239592967,"Jesus Luzardo",19959,666200
"Burch Smith","- - -",56.1,109.5605357142857,78.7,97.55791666666669,,116.97180722891567,88.75756097560976,77.07714285714287,,,103.52473088618237,97.51158581829903,101.16297324221179,"Burch Smith",12784,572143
"Luis L. Ortiz","PIT",135.2,98.30986062717768,104.44213768115942,92.13445497630333,,108.93311304347824,,89.388,,,101.43935927717428,99.71709549347527,101.15575638437659,"Luis L. Ortiz",27646,682847
"Manuel Rodríguez","TBR",37.2,97.00264705882353,109.70994652406418,,,111.03819935691317,,,,,107.21923333333336,94.72079999999998,101.12389999999994,"Manuel Rodriguez",20794,655889
"Yohan Ramírez","- - -",45,85.0803470754052,108.84129870129871,,,125.47737556561086,95.65941747572818,,,,107.93786762704197,94.45730832550508,101.08548559736454,"Yohan Ramirez",19444,670990
"Drew Smyly","CHC",58.2,,91.67905737704918,83.29176470588236,,,,,122.91611336032386,,106.6686053412463,96.78880316518297,101.0793669634025,"Drew Smyly",11760,592767
"Joey Estes","OAK",127.2,88.37927480916031,72.34441176470588,98.37571428571428,,119.72795212073899,,83.00800000000001,,,98.66987966190032,107.05480274617587,101.03590225198971,"Joey Estes",26257,683155
"Derek Law","WSN",90,91.23279569892476,80.87776119402987,90.38822393822393,,113.10671532846712,108.59404255319151,98.62028985507247,,,97.46924778761058,103.42157817109145,100.99529498525074,"Derek Law",13133,571882
"Jorge López","- - -",53,85.80600000000001,102.27972508591066,,,110.23121621621623,,102.30638297872342,110.96490566037738,,101.60311999720979,99.99408715972307,100.92893047102525,"Jorge Lopez",14527,605347
"Freddy Peralta","MIL",173.2,100.60682808716706,,,,106.20180722891568,96.73289719626166,87.59402985074625,,,99.2410495049505,102.76582178217825,100.73407920792081,"Freddy Peralta",18679,642547
"Spencer Turnbull","PHI",54.1,87.40225705329154,82.3529203539823,,,116.16498976974715,107.94463414634146,85.57265306122449,,,101.37606356708737,99.67556196429483,100.70990340926545,"Spencer Turnbull",16207,605513
"Bryan Abreu","HOU",78.1,100.90756388415672,,,,114.17109118086694,,105.476,,,107.9167434471803,92.30779984114375,100.69059571088164,"Bryan Abreu",16609,650556
"Max Scherzer","TEX",43.1,100.65129251700681,,105.35073170731708,,100.9745945945946,97.73827956989247,92.80408602150537,,,99.49798798798797,102.94714714714718,100.58123123123121,"Max Scherzer",3137,453286
"Aaron Civale","- - -",161,96.0366917293233,80.70986132511555,102.25861910241657,76.00592592592592,138.24093558462297,140.42630331753554,,,,107.81142330242096,95.34791110014127,100.57061564891278,"Aaron Civale",19479,650644
"Austin Voth","SEA",61,102.43584415584414,,98.0099088145897,,100.61799999999998,111.20999999999995,,,,102.18429599177806,99.55066803699901,100.56160328879749,"Austin Voth",15047,608723
"Phil Maton","- - -",64,,65.60582388059701,87.89651941535776,,90.34624759048985,140.97454384969424,,,,102.16556788127453,93.9563268471763,100.55303650300561,"Phil Maton",18064,664208
"Scott Alexander","OAK",38.2,,98.37517808219178,,,105.64859374999999,,94.11342465753425,,,99.45271758436945,99.71914742451155,100.53346358792186,"Scott Alexander",10591,518397
"Adam Ottavino","NYM",56,117.8729166666667,104.87964705882352,95.42471698113205,,120.06781308411212,,89.19439999999999,,,109.3454728370221,95.5685915492958,100.53317907444662,"Adam Ottavino",1247,493603
"Lucas Sims","- - -",49.1,99.88453237410071,,97.85547445255473,87.43,131.08139863026227,102.60000000000001,,,,114.7447133304727,86.38968933705213,100.5145129085318,"Lucas Sims",13470,608371
"Joe Mantiply","ARI",59.2,87.1815789473684,106.07335135135133,,,,106.94582608695652,104.92122270742358,,,105.18897548063455,97.3002561842502,100.49204552935768,"Joe Mantiply",14857,573009
"Andrew Heaney","TEX",160,97.42288011695906,108.53105263157896,86.38,,93.05810526315788,82.53191919191921,91.31049676025916,,,94.77993443222793,107.12127864255154,100.42632577177706,"Andrew Heaney",15423,571760
"Jack Kochanowicz","LAA",65.1,88.7732075471698,95.28379421221864,,,,108.81822784810126,92.42538461538462,,,97.27859976662778,103.58627771295211,100.35089848308051,"Jack Kochanowicz",27688,686799
"Jacob Barnes","WSN",66,102.7922580645161,,93.58247723132966,,97.20634146341463,,,,,98.03883512544806,101.65426523297491,100.30682795698922,"Jacob Barnes",12323,606930
"Wandy Peralta","SDP",38.1,87.20549019607843,94.0525321888412,,,111.32166666666669,,102.4609638554217,,,98.76692832764506,96.21532423208187,100.2334470989761,"Wandy Peralta",14295,593974
"Beau Brieske","DET",67.2,101.25646431061689,101.6449479992949,,,110.67185929648241,,103.47035639770067,,,103.56679468450079,96.83358281751359,100.2105507756808,"Beau Brieske",26079,689225
"Jack Leiter","TEX",35.2,107.11850144092217,,75.07000000000001,,101.26102564102565,97.0678947368421,91.60358974358974,,,102.80608384221962,97.39432764100268,100.16114449068772,"Jack Leiter",30146,683004
"Bryan Hoeing","- - -",53.2,80.89446808510637,95.07979746835444,,100.56409937888199,100.236312849162,,,,,96.54697281556476,103.16819869374,100.1154383601576,"Bryan Hoeing",26304,663773
"Alexis Díaz","CIN",56.1,98.86168717047448,,,,102.47756690997565,,,,,100.42100307062435,96.44092118730804,100.08171954964178,"Alexis Diaz",21132,664747
"Jonathan Cannon","CHW",124.1,98.7620080321285,92.7718309859155,86.54835897435898,,116.84253393665159,,85.60601583113457,,,96.23397681743074,103.30642555142936,100.05866562649074,"Jonathan Cannon",31730,686563
"Landen Roupp","SFG",50.1,87.13549019607842,97.45220708446867,,,92.24,114.98150000000001,83.73670588235294,,,103.43260771775083,98.08660985497413,100.00775445678907,"Landen Roupp",30076,694738
"Yu Darvish","SDP",81.2,109.04214285714286,94.97797979797977,92.0852,93.5108256880734,98.09272930648767,85.73134020618555,,91.46031746031746,,96.36431472081219,103.55233502538076,99.98365482233503,"Yu Darvish",13074,506433
"Andre Pallante","STL",121.1,94.33501419809176,107.27827806824438,,,89.86347040109415,,,104.16703825136612,,97.26569793833724,101.08713593295575,99.92645873446251,"Andre Pallante",26108,669467
"José Leclerc","TEX",66.2,102.16357142857144,86.60776470588237,109.81650793650793,,127.02226221079688,,78.48829268292684,,,107.89399163179914,91.13653556485359,99.82587447698747,"Jose Leclerc",14524,600917
"Keaton Winn","SFG",55.1,85.03962790697675,99.49617283950617,,113.58900000000003,107.99606837606837,,,,,102.67776173285199,94.61034897713597,99.80274368231048,"Keaton Winn",23499,676775
"Tylor Megill","NYM",78,100.1926645768025,112.95074626865673,90.14258064516129,120.6806,109.97844609665428,94.12448598130842,116.46799999999999,,,102.64860563078345,95.15923341959922,99.77822815303317,"Tylor Megill",21318,656731
"Shane Baz","TBR",79.1,97.4316955017301,,,,104.44894941634239,114.40526315789474,82.60016129032257,,,100.91020781379886,97.8606982543641,99.7395344970906,"Shane Baz",22264,669358
"Victor Vodnik","COL",73.2,93.78329177057356,,,,111.54574803149605,,112.89209302325581,,,100.44425098039217,98.26508235294116,99.67469803921563,"Victor Vodnik",24614,680767
"Ryan Weathers","MIA",86.2,95.21180035650625,89.64245614035084,,,120.77323340471092,,101.33542234332425,,,101.2660610361959,98.50536550745205,99.62945351312986,"Ryan Weathers",23796,677960
"Génesis Cabrera","TOR",62.2,117.46147368421056,102.16224137931034,123.10083950617286,,,91.6,86.81772151898733,,,110.74265107212466,89.03152046783626,99.62512670565302,"Genesis Cabrera",17490,650893
"Michel Otañez","OAK",34,123.54696356275304,117.43757009345792,,,122.06153846153845,,,,,121.85956666666665,80.45999999999997,99.55933333333329,"Michel Otanez",22533,671305
"Brock Burke","- - -",34,94.98728476821192,113.22148148148148,,,103.33395973154364,,105.18969072164946,,,99.72747826086957,99.84086956521739,99.45488695652175,"Brock Burke",17968,656271
"Hunter Stratton","PIT",37.2,105.98663414634149,102.28,103.56711538461538,,121.10977099236642,,,,,108.7708137432188,92.74716094032544,99.44810126582276,"Hunter Stratton",23455,676702
"Ian Hamilton","NYY",37.2,88.83122302158273,102.38236111111112,,,111.82416666666664,,,,,104.46449111470113,96.95399030694668,99.41418416801292,"Ian Hamilton",19261,641656
"Hayden Wesneski","CHC",67.2,85.07198979591837,102.35383333333333,81.94442105263157,,109.12321100917431,,91.75437499999998,,,96.70083652447869,102.22386961594681,99.38757561832577,"Hayden Wesneski",27581,669713
"Nick Lodolo","CIN",115.1,95.15052369077307,102.64445344129555,,,,124.93874263261297,95.01045751633987,,,104.22280947255112,98.95854682454251,99.38165769644779,"Nick Lodolo",26378,666157
"Ross Stripling","OAK",85.1,74.77678832116788,83.08715025906736,85.41731481481482,,103.23769230769231,,102.4062761506276,83.3940170940171,,87.06719243042495,113.12449812296795,99.36887355732706,"Ross Stripling",13273,548389
"Clayton Kershaw","LAD",30,91.78282485875705,88.84666666666665,,90.23090909090911,103.37463636363637,107.5621951219512,76.45142857142856,,,99.12083499005963,96.95892644135189,99.30882703777334,"Clayton Kershaw",2036,477132
"Justin Lawrence","COL",59.2,,94.75720634920636,,,127.00936363636363,,,,,108.10061224489792,94.42391465677179,99.2817625231911,"Justin Lawrence",17639,664875
"Dylan Floro","- - -",68.2,87.93180124223599,93.08267489711935,,,92.25036496350367,,84.89463917525774,,,93.21673277578653,106.545755405627,99.22744013399864,"Dylan Floro",13394,571670
"Michael Tonkin","- - -",79.1,102.076472350417,98.38279003589882,,,112.61597647486865,,,,,105.69410182512843,98.57955858989533,99.10776110370512,"Michael Tonkin",10315,543859
"Tyler Holton","DET",94.1,96.67480392156864,105.80429001666026,96.30333333333333,,113.37497584541065,113.67999999999999,87.12189723320158,,,99.582893435942,101.14009537213508,99.07409936925042,"Tyler Holton",26231,663947
"Michael King","SDP",173.2,99.61877192982455,97.81804320203301,,,108.5767689822294,,77.89163059163059,,,96.73502152080341,102.19426111908177,99.0666642754663,"Michael King",19853,650633
"Tim Mayza","- - -",42.2,91.54666666666667,99.40460601811274,,,99.08627404580153,,,,,99.29548592505692,98.64696370860165,99.04905413877252,"Tim Mayza",15042,641835
"Michael Kelly","OAK",31.1,75.27840000000002,90.19,,,114.89793570219963,,,,,106.29871244635197,96.88866952789704,99.01922746781118,"Michael Kelly",12791,547184
"Keegan Thompson","CHC",30.1,96.01770833333335,88.6222222222222,97.84222222222222,,112.79783783783785,118.24536585365853,83.90833333333335,,,102.05648598130838,94.90785046728975,99.00571962616822,"Keegan Thompson",19795,624522
"John Schreiber","KCR",51.2,96.18401826484018,104.42551724137931,84.76337837837839,,112.36464730290457,,75.87527272727273,,,99.60428731762066,102.22525252525253,98.96873176206518,"John Schreiber",20020,670167
"Jacob Latz","TEX",43.2,107.705905707196,,,,100.8188172043011,87.06682926829268,95.44456521739134,,,102.32024600246002,94.63576875768763,98.93687576875773,"Jacob Latz",21306,656641
"Cooper Criswell","BOS",99.1,,92.75773512476007,85.50066420664207,,114.88161517356555,,84.1364705882353,,,96.2855758317275,103.06234816825558,98.85994560242798,"Cooper Criswell",24975,681867
"Randy Vásquez","SDP",98,103.09916666666665,100.30792452830187,100.35714285714288,,115.99668639053256,106.42831325301206,83.46590476190477,,,101.78066706372846,97.37561643835613,98.77478260869557,"Randy Vasquez",24719,681190
"Jameson Taillon","CHC",165.1,80.87262585034013,79.66346863468632,91.4264308681672,,117.51241558441556,98.22961538461537,76.58245283018869,,,91.44597171717176,107.56751515151515,98.75871515151512,"Jameson Taillon",11674,592791
"Davis Daniel","LAA",30.1,83.27926229508196,,,,113.70859504132231,93.85641025641026,83.60115384615384,,,91.38649504950494,109.41952475247525,98.73960396039604,"Davis Daniel",27582,669721
"Jake Irvin","WSN",187.2,98.95819601040762,103.43339743589743,89.09577889447235,,123.31333333333333,102.22333683105981,80.68796296296297,,,99.67630971993404,101.5577726523888,98.68262932454692,"Jake Irvin",21504,663623
"Zac Gallen","ARI",148,95.61452976704055,104.24,95.88493506493508,,93.12045871559634,,83.9560113960114,88.67487031700286,,91.8556646706587,103.6982754491018,98.63055489021957,"Zac Gallen",19291,668678
"Tim Herrin","CLE",65.2,88.75802469135802,113.50831999999997,,,98.06848708487087,112.68748571428569,,,,102.8943002028399,98.11971602434082,98.61174442190672,"Tim Herrin",25139,682120
"Kenta Maeda","DET",112.1,85.80904545454544,87.0677142857143,96.73374999999999,97.34360655737706,94.70670269011441,92.88516129032259,,,,92.83864167003122,104.63092555603802,98.55461394113453,"Kenta Maeda",18498,628317
"Will Smith","KCR",41.1,76.71589743589743,,,,111.88996677740866,91.04860759493671,88.97244897959183,,,95.85523238380809,101.7333133433283,98.54020989505244,"Will Smith",8048,519293
"Louie Varland","MIN",49.2,100.34323759791124,97.81,99.23255999999999,,,,92.72255319148937,107.36671428571428,,100.30181588684127,97.44285874390366,98.53491538148063,"Louie Varland",27691,686973
"Ryan Yarbrough","- - -",98.2,89.83854573340771,88.59744370616464,101.81896434108528,,,135.8687677040021,100.2771914893617,,,104.98434757856097,95.77643567089679,98.45826424500419,"Ryan Yarbrough",16502,642232
"Tyler Kinley","COL",64,69.76931937172776,66.6,,,110.20240331491713,,91.31649999999999,,,95.99012302284713,98.69119507908611,98.41782073813708,"Tyler Kinley",18297,641755
"Caleb Ferguson","- - -",54.1,96.33285740582158,115.7117391304348,104.82466457776864,,119.33000000000001,95.6217012802276,,,,100.40795917188953,100.7973026658579,98.38737427441703,"Caleb Ferguson",19349,657571
"John Brebbia","- - -",55.1,102.60412631578947,,,,93.50299029126214,,89.78666666666665,,,97.84515678959775,103.90359433324818,98.37664882605121,"John Brebbia",12777,605154
"Joe Kelly","LAD",32,99.54148148148145,111.52451612903226,,,111.5935593220339,,99.15894736842104,121.73734693877552,,109.59185185185189,90.79929629629635,98.33366666666666,"Joe Kelly",9761,523260
"Spencer Arrighetti","HOU",145,101.4306134371957,,92.30329268292682,,111.77315220868708,115.19025948103793,80.86455813953489,,,101.74453121703044,96.03806930344872,98.30152817504046,"Spencer Arrighetti",29921,681293
"Walker Buehler","LAD",75.1,96.63690721649483,96.09275229357799,95.69467625899283,,110.75988095238097,,80.00405797101449,95.194921875,,96.48423741547708,100.24414725770094,98.22166791885806,"Walker Buehler",19374,621111
"Reynaldo López","ATL",135.2,90.84178540772534,,,,107.20583870967744,99.76270491803278,95.50913580246915,,,96.87264086354938,103.19132700648436,98.1521197957749,"Reynaldo Lopez",16400,625643
"Zebby Matthews","MIN",37.2,96.13061889250815,,93.11637931034483,,105.35903225806453,105.62470588235296,89.75719298245613,,,98.21851123595506,99.10797752808992,97.9907865168539,"Zebby Matthews",31827,805673
"Danny Young","NYM",37.2,,117.83173913043478,93.08666666666666,,118.4277363896848,,,,,118.05376119402989,84.58931343283587,97.89226865671641,"Danny Young",18439,664849
"Simeon Woods Richardson","MIN",133.2,76.71504329004327,,,,94.5905027932961,90.18807511737089,107.08140271493211,,,89.4018094405595,106.48503496503497,97.87236013986013,"Simeon Woods Richardson",24494,680573
"Seth Lugo","KCR",206.2,94.69571045576406,89.99649913344886,97.80141176470589,87.62999999999998,104.292645631068,106.82096932515337,77.95351851851852,,,96.96480800258149,100.16541464988711,97.81102936431107,"Seth Lugo",12447,607625
"Austin Gomber","COL",165,80.22981571290013,81.38,,,96.49011709601876,,107.22507751937982,100.76056537102477,,93.040955011839,103.4392107340174,97.78807419100241,"Austin Gomber",16561,596295
"Tanner Bibee","CLE",173.2,87.87482619240099,114.12666666666668,,,106.76301038062284,104.77366666666668,105.10406249999998,,,98.62044257112751,101.41697225149284,97.7782156656129,"Tanner Bibee",30134,676440
"Bobby Miller","LAD",56,96.78776942355891,106.57118881118882,,,107.61881188118814,100.1717,110.9215238095238,,,102.61634285714287,92.25091428571429,97.70944761904761,"Bobby Miller",27483,676272
"Patrick Corbin","WSN",174.2,81.13031963470318,87.64773797338793,101.4445487364621,,99.3732056451613,71.06680851063831,96.04226804123712,,,93.8176821651631,102.36500346981263,97.68360860513533,"Patrick Corbin",9323,571578
"Buck Farmer","CIN",71,79.60598290598291,92.64260563380279,,,112.54742014742015,,98.10546938775511,,,98.13851237957732,100.74961496265192,97.67715383033742,"Buck Farmer",14814,571656
"Dennis Santana","- - -",71.2,109.64033492522306,96.93164864864863,100.84518867924528,,109.98080120698977,,85.88825806451614,,,104.28815723143467,93.08432240812681,97.62722988690533,"Dennis Santana",17878,642701
"Colin Poche","TBR",37.1,95.07091891891893,,,,93.51132947976879,,,,,94.5868148148148,98.66725925925925,97.61814814814814,"Colin Poche",19403,621363
"Ryan Fernandez","STL",66.2,95.62908333333334,109.212,91.3279674796748,,104.83312390924954,,,,,99.7029898648649,95.63141891891892,97.49831081081078,"Ryan Fernandez",24862,681676
"Dean Kremer","BAL",129.2,104.12863309352515,89.33670731707316,102.65187999999999,93.31995,,86.57435483870965,,,,97.56028650646951,98.78975970425141,97.45861367837344,"Dean Kremer",19350,665152
"Chase Anderson","- - -",58.1,83.17695364238412,85.62705882352942,95.76959302325578,,100.11376623376623,82.15414634146343,89.09411003236245,,,91.80908976544502,103.54762019766059,97.42027671586371,"Chase Anderson",6895,502624
"Sam Moll","CIN",37.2,104.97518987341772,95.94528089887639,,,111.98928104575164,,100.91714285714288,,,103.663961352657,97.84341384863127,97.30521739130438,"Sam Moll",14874,594580
"Yuki Matsui","SDP",62.2,96.96912529550826,,,104.72260869565221,104.82022099447512,91.8275,,,,101.81011718749996,93.07572265624997,97.18857421874993,"Yuki Matsui",33826,673513
"Trevor Richards","- - -",65.1,85.70396288438435,,,,,,112.03925051897696,,,99.8171965444839,97.72381852564538,97.15889146542762,"Trevor Richards",19309,670950
"Porter Hodge","CHC",43,98.01608142493639,,,113.6075,108.53344398340246,,,,,102.15601880877742,93.46423197492163,97.09695924764891,"Porter Hodge",26413,687863
"Graham Ashcraft","CIN",77.1,,79.55324675324675,93.3551166407465,,122.11794392523363,,101.5195,,,100.38554144884245,95.9035997012696,97.07992531740105,"Graham Ashcraft",27552,668933
"Cristian Javier","HOU",34.2,99.21267857142855,,,,111.00952380952383,,91.14104575163398,98.09359999999998,,100.46899824253077,93.28949033391913,96.9333567662566,"Cristian Javier",17606,664299
"Ronel Blanco","HOU",167.1,86.36341939591142,,,,85.98960240963855,92.86387596899223,99.79922454893897,,,89.80174288240656,103.2997978112341,96.72672731277984,"Ronel Blanco",19407,669854
"Eli Morgan","CLE",42,79.69107692307689,,,,98.87278969957082,,114.97908496732026,,,94.9827950310559,105.82223602484471,96.69118012422359,"Eli Morgan",20203,669212
"Brennan Bernardino","BOS",51,,108.9598,91.97666666666669,,88.97418880723573,107.36609271523179,,,,105.06994907489712,96.99985875733218,96.67936773243866,"Brennan Bernardino",16835,657514
"Joe Ross","MIL",74,94.34750000000001,86.75684931506851,,,93.92912751677852,104.14399999999998,76.47,,,90.14024959632174,105.8332759517228,96.66391656859794,"Joe Ross",12972,605452
"Kirby Yates","TEX",61.2,102.46243589743588,,,88.94518891687655,85.06666666666666,,,,,97.13513671875,101.74056640625001,96.61748046874997,"Kirby Yates",9073,489446
"Enyel De Los Santos","- - -",64,85.55747413481707,,,,106.52866151085499,,82.20361024033437,,,94.31708369786406,104.33995773234517,96.54439130155045,"Enyel De Los Santos",18403,660853
"Seth Martinez","HOU",52.2,94.97041825095057,92.82011976047907,,,119.7573387096774,,81.2406611570248,,,100.19016311166877,97.85771643663736,96.5189711417817,"Seth Martinez",21045,661527
"Jordan Hicks","SFG",109.2,86.40943396226415,94.17767857142857,,112.10016085790885,117.36225053078557,,,,,102.74774622816535,94.1970781321105,96.47722585500756,"Jordan Hicks",19618,663855
"Austin Adams","OAK",41.1,92.47624999999998,95.1157894736842,,,101.72346801346802,,,,,99.74308379888272,96.14708379888263,96.4229944134078,"Austin Adams",13801,613534
"Richard Lovelady","- - -",34.1,96.23980769230772,110.57160220994474,,,103.87218106995887,,,,,104.61252535373093,91.20748899046987,96.34457857012733,"Richard Lovelady",19337,663992
"Huascar Brazobán","- - -",51.2,88.81530612244897,103.94950226244345,104.17491071428572,,,,112.59992248062017,,,103.2071020525297,89.60497111410841,96.31845366029701,"Huascar Brazoban",6107,623211
