Name,Team,IP,botCmd FA,botCmd SI,botCmd FC,botCmd FS,botCmd SL,botCmd CU,botCmd CH,botCmd KC,botOvr,botStf,botCmd,botxRV100,botERA,NameASCII,PlayerId,MLBAMID
"Patrick Corbin","WSN",174.2,48.54873461187213,55.838923224155586,55.612302039711196,,50.31157918346775,65.99888777777778,46.82571742268041,,51.389875986842114,41.95052806786705,55.93508285664818,0.03906280124653741,4.1356871641274235,"Patrick Corbin",9323,571578
"Taylor Rogers","SFG",60,,45.10530052158273,,,51.88636864919355,,,,51.43657182509506,46.76273823193917,51.00736650190113,0.03616230038022816,4.13133602661597,"Taylor Rogers",13449,573124
"Cole Sands","MIN",71.1,57.58094962962962,41.48260549999999,50.0555726608187,55.004269292929294,,54.24930036809815,,,51.44650367417679,42.32158824956671,52.75965095320624,0.03554495667244372,4.130410493934145,"Cole Sands",21461,663485
"Justin Lawrence","COL",59.2,,39.573896793650796,,,40.8427819090909,,,,51.50372675300648,58.25178769657725,40.15942233117484,0.03199038852913967,4.125078122109159,"Justin Lawrence",17639,664875
"Kyle Muller","OAK",49.1,68.51102922480621,,,,58.88796463687152,24.662108333333332,31.78736438596491,,51.54357514442917,46.83049269601101,57.67733310866575,0.029513933975240707,4.12136425034388,"Kyle Muller",20167,666205
"Eli Morgan","CLE",42,53.3471223076923,,,,43.871739914163086,,70.76375313725491,,51.548254497681604,47.64522335394127,56.04494646058734,0.02922384853168468,4.120928037094282,"Eli Morgan",20203,669212
"Elvis Peguero","MIL",51.1,,43.239698312958446,,,45.64344954653937,20,,,51.56488489156626,59.79458240963854,45.24688198795181,0.02818977108433738,4.119377325301205,"Elvis Peguero",21652,665625
"José Berríos","TOR",192.1,50.82754584795321,54.08619128421053,61.443989999999985,,,55.62689189054727,55.53327048140042,,51.62232593982302,43.29692542654867,55.61245045309735,0.024621844247787614,4.114025550442479,"Jose Berrios",14168,621244
"Braxton Garrett","MIA",37,51.48816445783133,52.548761734693876,62.731385370370376,,48.43724608974359,80,42.524783424657535,,51.65193955857385,50.57370872665535,54.7157479286927,0.022782275042444813,4.111265297113753,"Braxton Garrett",21844,666129
"José Ruiz","PHI",51,51.07695406392697,49.03544304123713,,,20,50.78771036474165,33.31738461538461,,51.74477959309494,44.223750764488265,48.637632046855735,0.017014401972873027,4.102614007398275,"Jose Ruiz",14552,614179
"Reynaldo López","ATL",135.2,62.67942252360516,,,,46.597963806451624,47.090460819672124,58.93642049382716,,51.81527149267832,40.727127132735006,57.705095040151164,0.01263468587623997,4.096044114312705,"Reynaldo Lopez",16400,625643
"Thyago Vieira","- - -",38,46.899514049079755,40.53901312925171,,,33.98336235741445,,65.93054,,51.82636132432432,49.94788714864866,40.90023705405406,0.011946621621621668,4.09501145945946,"Thyago Vieira",14510,600986
"Trevor Rogers","- - -",124.1,55.15898287323944,42.12515403345724,,,40.41401426406926,,57.2662969043152,,51.856786576014265,44.69915531876952,50.6931660722247,0.010056584930896142,4.092177628176549,"Trevor Rogers",22286,669432
"Steven Okert","MIN",35.1,44.01303061643836,59.434470273109234,,,45.33262246575342,,53.13284730612244,,51.85895379254457,59.28185168557537,46.95317027552672,0.009921004862236616,4.0919736952998385,"Steven Okert",13580,595345
"Landen Roupp","SFG",50.1,20,48.9907257493188,,,37.89503894736843,57.4231444,37.159171803921566,,51.86521399117972,52.772976890848945,47.435222260198465,0.009531686879823626,4.09138887541345,"Landen Roupp",30076,694738
"JoJo Romero","STL",59,38.83787615384614,56.34602952247193,,,41.06023245161291,,48.47457670967741,,51.87150660831512,55.0141534354486,49.09756329321662,0.009141498905908088,4.090804420131291,"JoJo Romero",19574,668941
"Cole Irvin","- - -",111,54.03912281115879,54.70764253452709,58.073723120836405,,48.91646348180076,54.66613883408072,59.3988864883125,,51.92954283936652,34.129810475113125,58.01167725678733,0.0055362500000000064,4.085396787330317,"Cole Irvin",19244,608344
"Ryan Weathers","MIA",86.2,54.196699607843144,57.71295169590643,,,34.36213082802548,,52.2107,,51.94701072084805,57.08662913780918,49.6602842402827,0.0044508480565371425,4.083768897526502,"Ryan Weathers",23796,677960
"Richard Lovelady","- - -",34.1,61.51962269230767,37.2901491160221,,,54.46347641975308,,,,51.979351628787875,56.85561611742424,52.156832878787874,0.002440719696969691,4.080753617424242,"Richard Lovelady",19337,663992
"David Bednar","PIT",57.2,47.645166892857134,,,54.98383176229506,,44.213456019417464,,,51.99387902366863,56.64508055226827,45.21480418145956,0.0015387376725838112,4.079400522682446,"David Bednar",19569,670280
"Victor Vodnik","COL",73.2,43.06373237804877,,,,48.22669859848485,,49.82177328703705,,52.00901026697178,58.1866302440885,45.02799630816171,0.0005988482074752398,4.077990541571318,"Victor Vodnik",24614,680767
"Buck Farmer","CIN",71,41.667813632478634,48.67288876760562,,,54.132688796068784,,55.18748741703262,,52.10260871904355,47.58102888983775,51.80917386848847,-0.005216029035012823,4.069268497011101,"Buck Farmer",14814,571656
"Michael Tonkin","- - -",79.1,53.11501800931337,49.09790711014797,,,40.21027725479362,,,,52.166529288724874,51.10884195663416,47.36652254931833,-0.009187978354653,4.063310349061283,"Michael Tonkin",10315,543859
"Luke Weaver","NYY",84,43.92424399399399,,50.09044880645162,,,,51.583274304461945,20,52.16761122270742,56.07538969432314,45.98483106986899,-0.009255320232896672,4.063209505094613,"Luke Weaver",16918,596133
"Louie Varland","MIN",49.2,60.46513524804178,53.960292274509804,46.82314332,,,,50.7425820212766,47.954388428571434,52.214005027746936,55.67131784683685,53.7080722863485,-0.012137358490566087,4.058886392896781,"Louie Varland",27691,686973
"Yohan Ramírez","- - -",45,49.64395108527132,37.76894817230748,,,37.45499746606335,41.6802740776699,,,52.21821123537061,65.17666371911574,40.26081958387516,-0.012398387516254885,4.058494499349805,"Yohan Ramirez",19444,670990
"Gavin Stone","LAD",140.1,55.14885580827068,54.66669658436213,63.84952669565217,,58.93489281690143,67.9223689010989,51.26970781849913,,52.36625350209011,49.67818504876915,56.99818448676265,-0.021594714352066852,4.0447013608917795,"Gavin Stone",27792,694813
"Fernando Cruz","CIN",66.2,50.12990139410188,,49.52286395189003,32.066724968553444,,,,,52.43438300263391,55.04217088674277,35.62908171202811,-0.02582846356453048,4.0383498595258995,"Fernando Cruz",7048,518585
"Bryan Hoeing","- - -",53.2,47.42621671542554,57.79901037974684,,51.17526844720497,44.094006089385466,,,,52.44834691815857,43.31437659846548,54.800179526854215,-0.02669547314578006,4.037049386189258,"Bryan Hoeing",26304,663773
"Seth Martinez","HOU",52.2,52.19644053231939,44.40432621301777,,,55.58615791338583,,39.88616785123966,,52.49527679408138,56.45320987669542,49.752341183723814,-0.029610752157829774,4.0326755733662125,"Seth Martinez",21045,661527
"Hogan Harris","OAK",72.1,56.55374314787703,,,,54.11941169841271,53.75768110526315,47.39068025,,52.53045207749381,53.49075014014839,54.26870707337181,-0.03179572959604284,4.029398573784007,"Hogan Harris",21520,663687
"Porter Hodge","CHC",43,36.60604010178117,,,55.258627499999996,49.522300539419085,,,,52.57770884914462,69.86093311041991,41.250715723172625,-0.03473177293934682,4.02499493001555,"Porter Hodge",26413,687863
"Luis L. Ortiz","PIT",135.2,52.85270204059008,41.57452432786785,55.50645785558539,,47.907413510580994,,39.415903,,52.62030634196274,53.539068667073856,51.03322564889252,-0.037379456552508045,4.021023080189035,"Luis L. Ortiz",27646,682847
"Josh Winckowski","BOS",76,41.64568651171579,58.74562722504349,47.356192247706424,,53.785033740045094,,53.7046830216508,,52.708611849936744,52.569565139073376,55.485865963630616,-0.04286473347564829,4.012794695604048,"Josh Winckowski",22387,670174
"Brennan Bernardino","BOS",51,,64.038012025,36.19698895833333,,57.22610574468086,41.7491807615894,,,52.7221445232558,45.8974415,53.31678844186047,-0.04370494186046515,4.011534813953489,"Brennan Bernardino",16835,657514
"Carlos Hernández","KCR",30,54.47320933993399,,20,41.45527765625,44.40682645454546,,,50.23737392405064,52.759068125,55.98779516071428,49.199002321428566,-0.04599989285714285,4.0080929464285715,"Carlos Hernandez",22713,672578
"Jake Diekman","NYM",32,49.47124948228883,20,,,31.55754226190476,,44.6665849122807,,52.85273888701518,68.29799591905565,42.379252765598665,-0.051818920741989884,3.9993640472175396,"Jake Diekman",5003,518617
"Craig Kimbrel","BAL",52.1,50.35885045886076,,,,49.514999999999986,,20,45.592701330935235,52.869241055900645,60.41984944099378,46.43663513457556,-0.052844296066252586,3.997825455486541,"Craig Kimbrel",6655,518886
"Camilo Doval","SFG",59,,28.772875000000003,42.03085325396827,,48.46073332136443,,,,52.94638363719234,61.035360957155866,42.033194649042855,-0.05763652689152236,3.9906374567000915,"Camilo Doval",21992,666808
"Burch Smith","- - -",56.1,50.82475265625,20,61.40764505208333,,62.37314108108109,43.21088859756097,55.94084,,52.966970279017865,49.218563080357136,54.33082899553572,-0.05891508928571433,3.988719743303571,"Burch Smith",12784,572143
"Jhoan Duran","MIN",54.1,50.160668830083566,,,66.78840155234654,,41.7284744489796,,,53.01858725934315,51.73580011325027,49.81334147225368,-0.06212263873159682,3.983908448471122,"Jhoan Duran",21029,661395
"Casey Mize","DET",102.1,57.041156584659895,65.479375625,,50.83350188271605,57.93409038306452,,,44.61822820895522,53.029020536312835,50.197411251396645,55.8722625027933,-0.06277152513966476,3.9829350837988833,"Casey Mize",20492,663554
"Jake Irvin","WSN",187.2,50.45907781439723,55.338973141025654,55.1915009045226,,75.57948285714285,62.56531666316893,40.40871660194174,,53.06272217005909,45.205890554826006,56.85345387393301,-0.06486519041365725,3.979794898227183,"Jake Irvin",21504,663623
"Keaton Winn","SFG",55.1,43.041268520179365,48.78448122699387,,51.24073017492711,46.639535677966094,,,,53.06381074116305,53.882204013683,47.02318419612314,-0.06493116305587233,3.979695530216648,"Keaton Winn",23499,676775
"Zack Littell","TBR",156.1,59.37610415300547,56.91551345108695,,55.878955156249994,59.310608497983864,,,,53.08410470659164,41.48992374598071,59.37940504421222,-0.06619281350482313,3.9778033078778137,"Zack Littell",15823,641793
"Joe Musgrove","SDP",99.2,52.84359805405406,63.72965546875001,62.55173273333334,,51.38322320388348,47.97067301449276,51.30289841666666,,53.135225603448276,50.34441210875332,54.46842353448276,-0.06936757294429709,3.973041883289124,"Joe Musgrove",12970,605397
"Carson Spiers","CIN",90.2,47.814109290322584,60.69081529411765,63.01869830645161,,53.10569286089239,,54.01098861702127,,53.15049854568854,45.03076833333333,58.324663590733586,-0.07031776061776063,3.9716160617760616,"Carson Spiers",27685,686730
"JP Sears","OAK",180.2,53.71633881502891,57.90005152317882,,,53.47298411582213,,51.98377258652096,,53.160657253324004,49.0770583659902,55.20470490202939,-0.07094915675297411,3.9706687123862845,"JP Sears",23429,676664
"Lucas Sims","- - -",49.1,30.074455678433996,,32.965262413480815,20,49.77615459259259,55.6391988888889,,,53.23337279931221,58.67701377597642,38.8253234291329,-0.0754665993613362,3.963892803733726,"Lucas Sims",13470,608371
"Trevor Richards","- - -",65.1,45.062457070627026,,,80,,,51.520662786873466,,53.31934122336236,64.53472935908152,45.39137029427087,-0.08080740165731803,3.9558807856107325,"Trevor Richards",19309,670950
"Walker Buehler","LAD",75.1,54.623200945945946,51.219560200000004,52.11188944444445,,41.54184495726496,,50.213229696969705,51.10131809523809,53.32049533492823,47.255232089314184,51.83232551036683,-0.08087911483253596,3.955773301435407,"Walker Buehler",19374,621111
"Luis Castillo","SEA",175.1,56.347984635922316,51.955196994106075,,,56.811853464052284,,53.50717516129032,,53.42904648208469,49.06357194353963,58.00038140427071,-0.08762306550850525,3.9456576293883465,"Luis Castillo",15689,622491
"Garrett Cleavinger","TBR",60,39.617096414342626,44.918309456521726,36.77531208178439,,50.56210280871671,,,,53.46689417635656,59.583139563953495,41.41156750000002,-0.08997424418604652,3.942130881782946,"Garrett Cleavinger",17897,664076
"Ranger Suárez","PHI",150.2,55.3115786129754,60.728645952380965,54.45119753623189,,60.622025,57.23751189427313,44.1553644354839,,53.46700711827008,41.855683036187116,57.23254039717565,-0.08998016328331862,3.9421221800529573,"Ranger Suarez",17277,624133
"Tanner Banks","- - -",72.1,55.078777499999994,40.22540353535354,,,53.33877041666668,62.34611165714285,54.297657880794695,,53.55016293867119,47.4582152044293,54.45403448040886,-0.09514662691652466,3.9343719676320275,"Tanner Banks",16990,621383
"Christian Scott","NYM",47.1,56.773883269230765,,,39.76671085365854,41.95699217993081,,,,53.61259642131979,56.72054629441624,49.17524077411167,-0.09902734771573601,3.9285523350253806,"Christian Scott",30107,681035
"Clarke Schmidt","NYY",85.1,,36.958039180327866,45.290422809430254,,47.21304595628416,,51.50860555555556,51.95841415094338,53.64860682692308,57.789471675824174,43.27114253434065,-0.10126384615384613,3.9251982829670333,"Clarke Schmidt",19899,657376
"Tyler Holton","DET",94.1,51.141992254901965,62.310965986159175,50.0780524590164,,45.22890275362319,44.26484200000001,55.524748181818175,,53.67405465671642,49.94878169402985,55.307136373134334,-0.10284452985074628,3.9228255447761193,"Tyler Holton",26231,663947
"Randy Rodríguez","SFG",52.1,43.873524591346154,22.410497187500003,,,48.97316971428572,,24.463718163265305,,53.73031894197951,56.63782055745165,42.76119697383388,-0.10634000000000005,3.917582514220705,"Randy Rodriguez",23974,678495
"Hunter Stratton","PIT",37.2,38.36580639024389,79.83619142857142,48.8641510576923,,52.86276580152671,,,,53.74029933092223,55.81582748643761,47.46841488245931,-0.10695905967450271,3.916653761301989,"Hunter Stratton",23455,676702
"Tylor Megill","NYM",78,51.53722387147336,38.81232432835821,51.72658478494623,28.179241,35.406354388888886,20,52.371078999999995,,53.74669811997074,53.023328902706645,42.70379168983175,-0.10735647403072422,3.916057893196781,"Tylor Megill",21318,656731
"Seranthony Domínguez","- - -",58.2,42.33377501185238,55.46823695592523,,,45.82559091706407,,52.27836266666666,,53.76495041396037,65.13354734605,47.205892280495846,-0.10849144810382766,3.914355803416992,"Seranthony Dominguez",19249,622554
"Joe Mantiply","ARI",59.2,50.25635463909776,67.0661435945946,,,,44.94918352173912,51.59787275109172,,53.8214124050633,47.12436939010357,58.02025088607593,-0.1119984695051783,3.9090947986191016,"Joe Mantiply",14857,573009
"Jordan Wicks","CHC",46,62.16982306282721,50.90624267857144,59.3194375,,35.781897027027036,24.907387115384612,49.87939031818183,,53.88666994131456,51.263158321596244,53.29458691314554,-0.1160539319248826,3.9030115023474172,"Jordan Wicks",30094,696136
"Phil Maton","- - -",64,,52.9825691119403,44.10262854269723,,54.59746266880399,36.00773724431306,,,53.93630423299042,65.1586516334215,40.509339808741515,-0.11913677973586709,3.898387031426017,"Phil Maton",18064,664208
"Nestor Cortes","NYY",174.1,56.33198851590359,44.23773162162161,53.21874024638291,,48.4681734832403,,45.862886022912036,,53.945592247695835,51.366107752660255,54.87577048743126,-0.11971409078852618,3.8975216996564837,"Nestor Cortes",17874,641482
"David Festa","MIN",64.1,47.392151674208144,,,,58.66584421203438,,63.13537525974026,,53.9483160054595,60.42357064604186,57.02549893539582,-0.11988363967242947,3.897266733393994,"David Festa",30056,701581
"Trevor Williams","WSN",66.2,69.3617704651163,36.28530635658914,,,55.131878726287276,,52.927505642458094,,53.97666762218045,50.26218986842105,59.84760955827068,-0.12164485902255635,3.8946243233082702,"Trevor Williams",16977,592866
"Mitch Keller","PIT",178,56.79063339491917,48.795470637958545,55.80867928366762,,51.13400301542776,51.8377597080292,67.99776533333333,,53.97700807854139,46.875134105890616,55.9452442952314,-0.12166546633941094,3.8945950596072936,"Mitch Keller",17594,656605
"Jorge López","- - -",53,62.55246779570896,51.672703522243886,,,50.241778493331,,56.39275255319148,62.019276886792454,54.024338665835415,49.52705296758104,58.749230162094754,-0.12460571072319204,3.890183902743143,"Jorge Lopez",14527,605347
"Randy Vásquez","SDP",98,55.029507250000016,55.607679962264136,51.735958484848496,,54.63148881656805,54.32226921686747,49.595205952380944,,54.02777691350711,50.841311095971555,54.658385799763025,-0.12481864928909953,3.8898640225118477,"Randy Vasquez",24719,681190
"Max Fried","ATL",174.1,46.5191427383592,47.879307437070935,46.280590661157035,,49.30101201892744,59.46192329310346,57.98831251989392,,54.06832443600866,55.78659856832972,51.059864992769334,-0.12733898770788143,3.8860852133044115,"Max Fried",13743,608331
"Joey Estes","OAK",127.2,59.683253482824426,41.724455555555565,43.96426857142857,,60.34236903273809,,46.929158355555565,,54.21028803650716,40.623241243216576,60.29722877158361,-0.13615879625061666,3.8728526936359153,"Joey Estes",26257,683155
"Erik Miller","SFG",67.1,36.956796257697576,,,,45.62367743389423,80,54.24243600336599,,54.21044919343118,67.82208316249759,42.1755763868682,-0.13616846687383796,3.8728402786263403,"Erik Miller",26252,669062
"MacKenzie Gore","WSN",166.1,55.094378044659024,,,,42.81275542194093,53.32934240614335,39.163044981949454,,54.32920371285477,61.55099657762938,50.47729902170282,-0.14354681469115196,3.8617722804674464,"MacKenzie Gore",22201,669022
"Spencer Bivens","SFG",48.2,32.83627808510638,51.58652726256984,75.51834671052632,,61.51461437158469,,47.90916326923078,,54.34228891927085,49.09848178385416,58.03847348958334,-0.14436022135416668,3.860552565104166,"Spencer Bivens",30226,702352
"Carlos Estévez","- - -",55,52.90060079681274,,,,58.98011952380951,68.0404,56.98184705882353,,54.35728414129111,47.416245992691834,57.526383532277706,-0.14528993909866014,3.8591577101096224,"Carlos Estevez",14542,608032
"Davis Daniel","LAA",30.1,64.43842668032786,,,,57.43677809917356,33.687120512820506,65.1769551923077,,54.357897952755906,38.708682086614175,63.45853649606299,-0.145327125984252,3.859101102362205,"Davis Daniel",27582,669721
"Ryne Stanek","- - -",55.1,46.37747933689709,54.77399023076923,,47.850595311004795,48.91571207574806,,,,54.425485445240525,65.57635400204708,44.48332931422722,-0.14952823950870003,3.8527999385875114,"Ryne Stanek",15947,592773
"Reid Detmers","LAA",87.1,46.95132303155007,,,,48.39564485564305,57.204923127753304,50.62605337837838,,54.432921994868515,45.08695477228992,49.250760474663245,-0.1499904746632457,3.85210717126363,"Reid Detmers",27468,672282
"Brayan Bello","BOS",162.1,33.34946062015504,53.682381970669105,,,53.215815828947356,,53.01838252054795,,54.47527702174714,54.51364600810912,54.23354858459271,-0.1526205197198673,3.8481616291927767,"Brayan Bello",23920,678394
"Pete Fairbanks","TBR",45.1,48.13462251381216,,,,55.93745176848877,,51.207582,,54.49964504310344,56.06188852011494,53.84635096264365,-0.15413500000000008,3.8458899281609193,"Pete Fairbanks",17998,664126
"Luis Severino","NYM",182,54.25291860487806,52.95963537709497,49.11127905579398,,49.405524842406884,,48.29057124423963,,54.543545459889344,52.45227163554634,54.33464033886583,-0.15686273513139695,3.8417986410788374,"Luis Severino",15890,622663
"Yu Darvish","SDP",81.2,48.92288087866109,60.081358396226406,56.83582392857143,51.038127719298245,64.78664758029977,46.991915277777785,,60.72158515625,54.5469036471519,49.63464373417722,59.60490224683545,-0.15707146360759497,3.841484137658228,"Yu Darvish",13074,506433
"Max Scherzer","TEX",43.1,60.33435136054421,,74.42716170731707,,57.503665,56.50716935483872,55.429292258064514,,54.55214407462687,45.91367547761194,61.69348820895522,-0.15739580597014927,3.8409989701492537,"Max Scherzer",3137,453286
"Will Vest","DET",70.1,63.292668160741876,50.932202123287674,,,42.501451044176704,,41.45062763157896,,54.56349895328721,49.48571696366781,57.59422780276818,-0.158102223183391,3.839939342560553,"Will Vest",19769,676684
"Nathan Eovaldi","TEX",170.2,60.75335300306436,,66.61972108247423,60.61247891089108,52.99427908045977,54.89150802228413,,,54.64087916507816,44.03325630575678,60.83337938238658,-0.16290916126572627,3.8327290583301568,"Nathan Eovaldi",9132,543135
"Cam Booser","BOS",42.2,57.099224124087584,,42.94776529411764,,51.05318809815952,,,,54.64272368888889,51.300022014814814,51.58063266666665,-0.1630238074074074,3.832556651851851,"Cam Booser",16061,592155
"Carlos Rodón","NYY",175,52.699755819725645,,28.744084403669724,,51.2947067826087,38.409767470817116,37.544850925,,54.70293171502258,60.64951713088329,46.66465762411347,-0.1667646744036106,3.826945319148936,"Carlos Rodon",16137,607074
"Zach Pop","TOR",48.1,,40.06011003710575,48.83019978260869,,30.074805462962964,80,20,,54.76705162822254,52.20838052917233,40.39427773405698,-0.17074766621438262,3.820971343283583,"Zach Pop",20185,647315
"Michael Grove","LAD",51,43.647787499999986,65.15974519125683,53.21247727272728,,51.659321571753985,,,56.65493448275863,54.767286795646925,58.463357593712196,56.66347171704957,-0.17076228536880292,3.8209486457073756,"Michael Grove",23221,675627
"Jack Leiter","TEX",35.2,53.128705533141215,,20,,60.20347794871796,39.17505828947368,25.267088974358973,,54.777510971599405,57.691962810164426,50.61608213751868,-0.1713983856502242,3.8199941554559045,"Jack Leiter",30146,683004
"Michael King","SDP",173.2,50.782143734870765,53.092559030268475,,,50.43848229250585,,53.985034643046,,54.83782138041957,50.653805602447974,54.27075022254902,-0.17514515220088497,3.814374861422239,"Michael King",19853,650633
"Kevin Gausman","TOR",181,67.30581766027761,35.55813102564104,,59.729355474452554,35.78839920502092,,,,54.92224509969583,49.775577749239595,59.167392656302816,-0.18038964515038858,3.806508641432917,"Kevin Gausman",14107,592332
"Justin Wilson","CIN",46.2,54.45645844059408,,60.57713045918366,20,53.83408487922705,,,,54.9812594376528,51.37952105134476,59.09910484107581,-0.18405616136919314,3.801008068459658,"Justin Wilson",4301,458677
"Framber Valdez","HOU",176.1,46.84272346153846,52.113709948051955,,,44.33678273584905,47.08962854922281,41.38069601809955,,55.01129185907642,54.90953501194269,47.070698248407645,-0.185921548566879,3.7982110031847123,"Framber Valdez",17295,664285
"Jason Foley","DET",60,49.91993267605634,50.02965470954354,,,60.91678049822068,,24.50921279069767,,55.05391246049661,48.986446241535,55.22128671557562,-0.18856996613995478,3.794237550790068,"Jason Foley",19531,671345
"Justin Slaten","BOS",55.1,49.59862767932489,,48.868865490196086,,49.307225249999995,52.92771895522388,,,55.2495009729064,60.52930960591134,49.994071847290634,-0.20072115763546794,3.7760106527093593,"Justin Slaten",25648,686580
"Bowden Francis","TOR",103.2,62.428727037499996,51.751897045454555,,58.164803841763785,40.94343650349651,48.51302826855123,,,55.2801301921845,46.163419705317104,56.24862287636131,-0.20262313901345294,3.77315864189622,"Bowden Francis",20548,670102
"Jake Cousins","NYY",38,20,48.46781617924529,,,43.44682447432764,,,,55.29356261146497,74.035436433121,45.28541597133757,-0.20345743630573246,3.771906449044587,"Jake Cousins",21620,664776
"Sean Hjelle","SFG",80.2,80,63.76019670676695,29.112056171875,,,,,54.18418899038463,55.37479590570719,48.948988990901555,60.768762903225806,-0.20850604631927214,3.7643329942100894,"Sean Hjelle",21481,663546
"Gerrit Cole","NYY",95,50.588381354019745,,54.86627464,,57.56357424107143,,45.730576557377056,63.4508306271777,55.47322412491867,50.650642719583615,56.46107627846454,-0.21462057254391673,3.7551616070266762,"Gerrit Cole",13125,543037
