Name,Team,IP,botStf FA,botStf SI,botStf FC,botStf FS,botStf SL,botStf CU,botStf CH,botStf KC,botOvr,botStf,botCmd,botxRV100,botERA,NameASCII,PlayerId,MLBAMID
"Edward Cabrera","MIA",96.1,48.7910085263158,60.559153419354836,,,49.30446682432432,59.62953933510639,58.88412542608697,,42.811720334486736,56.45211728950403,42.53229756055363,0.571992306805075,4.9350809688581325,"Edward Cabrera",21690,665795
"Logan Allen","CLE",97.1,40.329409764267986,,47.175597242798354,,47.76260592948718,,43.21254059210527,,42.931790792792796,41.896151987988,47.86151508108109,0.5645314714714715,4.92389009009009,"Logan Allen",27589,671106
"Tayler Scott","HOU",68.2,47.10261176544777,43.502580147058815,,43.74316692307692,51.08066751879699,,,,42.98903100498339,46.53482216777408,43.63694702657807,0.5609761627906977,4.918556835548172,"Tayler Scott",13652,605463
"Shawn Dubin","HOU",45.1,51.240373370115336,,63.53493393135012,,67.08621252322556,53.3590573821681,66.56446326532159,,43.092891048689154,56.55256066348984,38.82280018128009,0.5545248277822366,4.908879631587748,"Shawn Dubin",24977,681869
"Michael Soroka","CHW",79.2,55.25135745726495,44.39372392156863,,,39.62164003795066,,60.55520921428571,,43.14855384615384,47.91493728343727,44.08645534303535,0.5510646846846847,4.903689078309078,"Michael Soroka",18383,647336
"Jordan Weems","WSN",41.2,51.0142709090909,,,,43.443928671875,55.41138599999999,,,43.16886470027248,46.79946660762942,45.64768884196185,0.5498042370572208,4.901799114441417,"Jordan Weems",13190,607179
"Jonathan Hernández","- - -",43.1,,48.93259831081082,,,51.916334746666664,,54.13545488888888,,43.2061855570118,54.26094638269988,39.446435923984275,0.5474844823066842,4.898318885976408,"Jonathan Hernandez",17464,642546
"Jesse Chavez","ATL",63.1,,28.077532846975085,33.8900247467167,,35.4936375,42.179884520547944,47.23956814285714,,43.25832536842104,37.02122985645932,45.07337581818183,0.5442458755980861,4.893461224880381,"Jesse Chavez",5448,445926
"Reed Garrett","NYM",57.1,59.82976832298138,58.618762478632476,52.75374686956523,55.35985945945944,54.59734184210528,,,,43.28068951731374,59.87623364113327,36.853680598111225,0.5428573767051418,4.891378457502624,"Reed Garrett",16866,657585
"Yuki Matsui","SDP",62.2,62.02148452436193,,,28.725118793774318,40.79088455840455,44.901564,,,43.368056581196576,46.46324282051281,42.76550592592589,0.5374296866096866,4.883236552706552,"Yuki Matsui",33826,673513
"Tommy Henry","ARI",38.1,39.09179402010051,37.83628632,,,38.936308260869566,43.41549109756098,43.020643203883495,,43.43727194050991,35.26769259206799,52.06550042492918,0.5331296600566572,4.876786543909348,"Tommy Henry",26285,674072
"Scott Alexander","OAK",38.2,,44.94109046575342,,,38.135350546875,,30.756286027397255,,43.438197323943676,39.74307790492958,41.00079640845072,0.5330719366197185,4.8767006161971835,"Scott Alexander",10591,518397
"Clayton Kershaw","LAD",30,44.09237779661017,,,31.591962857142857,31.14208554545454,48.48731097560975,33.042947272727275,,43.443400972222214,36.925621428571425,53.84615829365079,0.5327469047619048,4.876213392857141,"Clayton Kershaw",2036,477132
"Carson Fulmer","LAA",86.2,48.621121537978915,48.11829074498568,,,37.68582846666666,46.56234475609756,48.588638790931995,,43.47712734735415,45.6567084192673,50.51089982360922,0.5306517164179104,4.873070135685211,"Carson Fulmer",18311,608334
"Kyle Gibson","STL",169.2,39.687023415300565,43.97255784931506,46.16597217838766,,52.816566637478104,48.83444104602512,42.630494218181816,,43.54900976483358,46.254750629522434,45.61562562228654,0.5261877460202605,4.866375144717801,"Kyle Gibson",10123,502043
"Jared Shuster","CHW",73.1,42.80521429036085,40.82551415384616,,,37.537938255432124,,37.73835135800206,,43.56103678577174,39.19679254596707,51.306039882667385,0.5254401525046091,4.8652528300553115,"Jared Shuster",27472,694363
"Brent Honeywell","- - -",37.2,37.956295197368426,40.06171444444445,,,41.289453028169014,,56.235299999999995,,43.59954403361345,34.035395613445374,54.231113865546234,0.523048,4.861665226890757,"Brent Honeywell",16466,641703
"Joey Cantillo","CLE",38.2,45.26324317002882,,,,44.71134583333333,74.01701648148148,53.155524387755094,,43.892637201125176,50.93448604781997,39.94305558368495,0.5048373699015472,4.834348551336145,"Joey Cantillo",23335,676282
"Justin Verlander","HOU",90.1,52.4454078803641,,,,30.031324098360656,28.70261210982659,59.25578187499999,,43.991281018987344,38.921491208860765,51.297202936708864,0.49870934177215187,4.825156082278481,"Justin Verlander",8700,434378
"Kyle Harrison","SFG",124.1,40.21283093489148,,,,35.36774333333333,53.473857392241385,43.37384631707319,,44.07319964870068,38.257072492781525,48.97966142444659,0.49362129932627535,4.8175245813282,"Kyle Harrison",27758,690986
"Nick Anderson","KCR",35.2,39.124951796874996,36.24053120567375,,,,40.578739080459776,35.01966233333333,,44.22887491289198,29.93794331010453,50.400516707317074,0.48394871080139384,4.803015836236935,"Nick Anderson",18337,623433
"Ben Lively","CLE",151,31.772127962962955,23.790960143472024,,,38.75998528625954,38.15343872037914,37.86338903669724,,44.27750935242838,27.664340630967207,53.98493430469074,0.4809288210875882,4.798485570776256,"Ben Lively",14932,594902
