Name,Team,IP,botStf FA,botStf SI,botStf FC,botStf FS,botStf SL,botStf CU,botStf CH,botStf KC,botOvr,botStf,botCmd,botxRV100,botERA,NameASCII,PlayerId,MLBAMID
"Quinn Priester","- - -",49.2,42.771487863247856,43.078509877551014,,,34.871505442477876,44.60700483050847,39.334914190476184,,44.33554288532676,38.42234008631319,50.524689013563496,0.47732340320591865,4.793076547472256,"Quinn Priester",25977,682990
"Tanner Rainey","WSN",51,55.5705267867868,,,,43.915600000000005,,42.53015307692307,,44.58520650692226,49.777362140575065,46.67393138445154,0.46181263045793414,4.769811267305646,"Tanner Rainey",17610,663432
"Julian Aguiar","CIN",31.2,,37.40538968531468,,,42.83289610526316,35.66954571428572,50.321608999999995,,44.63301512241055,38.965516214689266,51.44073854990584,0.4588415065913371,4.765354237288134,"Julian Aguiar",30031,687924
"Alex Wood","OAK",39.1,,41.390419197707736,,,41.08867050420169,,42.133067159763314,,44.68005763227513,42.23929900793651,54.14646722222222,0.45592019841269843,4.760972076719577,"Alex Wood",13781,622072
"Carlos Carrasco","CLE",103.2,50.19524249999999,45.216430214285715,,,40.35214676595744,50.77375236842104,40.182616992287926,,44.70697419964559,44.080046822209084,49.09316099232132,0.454247678676905,4.758463284111046,"Carlos Carrasco",6632,471911
"Robbie Ray","SFG",30.2,60.42720859531773,,,,35.72629994505494,,,51.38800282352941,44.80199559859155,50.09442785211268,43.32864132042254,0.44834434859154926,4.749607447183099,"Robbie Ray",11486,592662
"Bobby Miller","LAD",56,60.862090601503766,50.2104706993007,,,58.54595138613861,50.865413600000004,70.64359328571429,,44.87007360531309,58.66212746679316,40.59694915559772,0.44411460151802656,4.74326444971537,"Bobby Miller",27483,676272
"Adam Oller","MIA",42.1,53.2739188219178,,,,50.66681500000001,54.30719152249134,36.626219600000006,,44.88630700421941,47.389375203938116,44.77875843881856,0.4431058509142054,4.741752573839663,"Adam Oller",20132,670124
"Cristian Javier","HOU",34.2,48.89968995535715,,,,43.063050714285716,,56.474387254901956,39.997355999999996,44.93853628721541,50.01409350262697,41.857566514886166,0.4398632574430823,4.736888283712784,"Cristian Javier",17606,664299
"Chris Stratton","KCR",58.1,47.0169775328084,48.140826321839086,,,39.63180480769232,52.591933000000004,47.18355171717174,,44.94716623115579,44.07109839195981,46.81673557788944,0.43932432160804014,4.736079085427136,"Chris Stratton",13761,608717
"Derek Law","WSN",90,38.57213754098361,45.42563992537315,38.65401218146719,,31.184224136253054,49.45154687500001,45.46595411764706,,45.024141013858504,40.23818434719183,43.52940566739605,0.4345423121808899,4.728905601750548,"Derek Law",13133,571882
"Max Meyer","MIA",57,54.168689685039375,45.275872500000006,,,61.82327175126904,,46.920330635838155,,45.21053654958677,58.576266787190086,46.00118614669422,0.4229632231404959,4.711537551652893,"Max Meyer",27474,676974
"José Suarez","LAA",52.1,55.768013984771585,44.19204850574713,44.84628181818182,,42.50461857723578,52.5036,53.059222295081966,,45.24294343434344,51.28914870707071,36.54043527272728,0.4209495656565657,4.708515272727272,"Jose Suarez",19911,660761
"Joey Wentz","- - -",67.1,49.31676332589286,,65.57061705729167,,57.21154,46.59833081761006,45.66387192307692,,45.263122579591844,51.388458677551014,40.943089746938774,0.419695918367347,4.70663589387755,"Joey Wentz",19962,666214
"José Ureña","TEX",109,52.58963641409266,53.211847577784376,,,40.57244911964907,,42.60604198480243,,45.32915077881801,47.56112127491123,48.83726141760061,0.4155929319815926,4.700482221466761,"Jose Urena",11589,570632
"Marco Gonzales","PIT",33.2,32.838333312883435,28.7449012,39.50784481481482,,,43.6137123076923,47.77612353982301,,45.42792514403292,36.07295639917695,55.29023489711934,0.409458950617284,4.691280905349794,"Marco Gonzales",15467,594835
"Jordan Montgomery","ARI",117,42.59163389221557,34.671722957983185,,,50.93201069411764,57.89756731871839,47.06547919571045,,45.52271128165374,42.94946166925065,45.83311318863049,0.40356792764857874,4.682443979328165,"Jordan Montgomery",16511,656756
"Sam Long","KCR",42.2,58.15007255555555,,,34.60971333333334,49.496714907407394,39.29233705128206,,,45.75379146306819,47.52144022727273,46.39597099431819,0.3892126988636363,4.660911747159091,"Sam Long",25379,669674
"Roansy Contreras","- - -",68.1,51.532539034653475,51.85887976744186,,,43.98006474137931,39.39696178217821,43.311489469026554,,45.79877699721964,45.99564782205747,49.23272774791474,0.38641735866543103,4.656718962001853,"Roansy Contreras",22810,672710
"Erik Swanson","TOR",39.1,42.961127926829256,,,55.61219568627451,37.95624484126985,,,,45.79979983282675,45.88732702127662,46.21537457446807,0.38635422492401217,4.656623875379941,"Erik Swanson",16587,657024
"Ryan Fernandez","STL",66.2,57.33782087719298,50.74254866666667,45.66215606557377,,47.48503558464224,,,,45.8080032523051,50.025561542330266,50.049879731768655,0.3858444761106452,4.655859195305951,"Ryan Fernandez",24862,681676
"Nick Sandlin","CLE",57.2,56.227503750000004,51.76966945652174,,50.032710563909774,56.45195157593121,,,,46.0949941932271,57.47315170318725,40.1682655876494,0.3680151693227093,4.629113994023905,"Nick Sandlin",20517,680704
"Rhett Lowder","CIN",30.2,43.23273448529411,40.84276,,,42.99236602941176,,51.51287010309278,,46.159472168674704,43.764885883534134,53.53758514056224,0.3640090361445783,4.623106867469879,"Rhett Lowder",33876,695076
"DJ Herz","WSN",88.2,51.92814260465115,,,,53.18698542253521,,52.028745526992296,46.02513173913044,46.21332724637681,52.42539389413989,45.313516477630756,0.36066308758664145,4.618087013232516,"DJ Herz",26389,687792
"Andre Pallante","STL",121.1,50.711100211693555,54.53747499999999,,,43.213044774774765,,,54.08495040983607,46.29894028268552,46.726065254921764,43.1492821706209,0.35534433619384154,4.61011035335689,"Andre Pallante",26108,669467
"Will Smith","KCR",41.1,40.09767497435897,,,,45.99299867109635,38.77048556962025,36.43801309278351,,46.306510430906386,41.978211738484404,54.0369943833581,0.35487353640416064,4.609403031203566,"Will Smith",8048,519293
"Landon Knack","LAD",69,51.81957280075187,,,,43.437642499999995,39.32882376344086,44.7635497005988,,46.360867267188866,44.384452489120974,48.74301704090514,0.3514968668407311,4.604336744995648,"Landon Knack",27487,689017
"Aaron Civale","- - -",161,31.50163721804511,21.48683395993837,43.64880073647872,37.15076555555555,43.0783195216401,58.612653957345984,,,46.42409281481482,39.23773991481482,49.23017494074073,0.3475683111111111,4.598445344444444,"Aaron Civale",19479,650644
"Declan Cronin","MIA",70.1,53.93382607594938,47.79057560538115,,,41.39354830419581,,49.21037,,46.47820810391979,45.851722151321795,45.6607661075661,0.3442078304466728,4.5934043938012765,"Declan Cronin",25645,686539
"Jake Bird","COL",40,,36.02920763157894,52.08891653061225,,49.420797635467984,48.77736677685951,,,46.505954532163734,42.41246840643274,45.568687836257325,0.3424826608187134,4.590816125730994,"Jake Bird",21267,656234
