Name,Team,IP,botOvr FA,botOvr SI,botOvr FC,botOvr FS,botOvr SL,botOvr CU,botOvr CH,botOvr KC,botOvr,botStf,botCmd,botxRV100,botERA,NameASCII,PlayerId,MLBAMID
"Kody Funderburk","MIN",34.2,,60.05061348837211,50.747239929824566,,32.06161556603774,,60.62702863636364,,48.982271950844854,60.02999917050691,35.94384913978495,0.18863904761904762,4.360051582181258,"Kody Funderburk",24993,681892
"Jacob Latz","TEX",43.2,51.46137553349877,,,,48.532916290322575,50.49820268292684,51.5190622826087,,48.98928734969326,59.87072889570552,44.38496682208589,0.18820322699386502,4.35939717791411,"Jacob Latz",21306,656641
"Darren McCaughan","- - -",42,40.13889496402877,51.27357688888889,,,54.77490103321033,,35.134983164556964,,49.05506654061624,45.7665093557423,53.55246619047619,0.18411410364145656,4.353263767507003,"Darren McCaughan",20038,670766
"Keegan Thompson","CHC",30.1,52.74159864583333,20,58.05058567901234,,37.81073486486487,43.19859865853659,26.344184166666665,,49.12238130111523,51.16166449814127,46.78645308550186,0.179934814126394,4.346995074349443,"Keegan Thompson",19795,624522
"Sixto Sánchez","MIA",35.2,37.87722297297298,60.18621653846154,61.24443499353726,,,,58.10072692307692,,49.20158326366559,48.33416852090032,52.77439451768488,0.17501414790996783,4.339612604501608,"Sixto Sanchez",19680,664350
"Calvin Faucher","MIA",53.2,,26.881732317073162,61.11973308510639,,50.90784733333332,54.24391829383886,,,49.27131549039435,56.00131424671385,42.269165439838225,0.1706811830131446,4.333113923154702,"Calvin Faucher",20116,676534
"Manuel Rodríguez","TBR",37.2,40.08566375000001,48.085912994652396,,,50.83107131205674,,,,49.312232677685955,60.98107355371901,45.745000677685944,0.16813909090909088,4.329299520661156,"Manuel Rodriguez",20794,655889
"Lance Lynn","STL",117.1,54.48992568500538,41.37545527439025,51.27805899082569,,49.81567230769231,28.758255,29.524587704918027,,49.402665730337084,46.449771859039835,46.163005949948925,0.16252060776302354,4.320872706843717,"Lance Lynn",2520,458681
"Justin Wrobleski","LAD",36.1,52.02335202857143,30.67812461538461,62.133532987013,,46.63466836734694,39.73176472639113,41.04402368421053,,49.404186897133215,49.84722563237774,51.9479276222597,0.16242426644182123,4.320729291736931,"Justin Wrobleski",31204,680736
"Charlie Morton","ATL",165.1,41.18429748138957,43.58809869565218,49.464525433789944,,,58.747311927303464,63.50082524429967,,49.43184018246869,46.15229704830054,47.68593390697675,0.16070909481216458,4.318155567084077,"Charlie Morton",4676,450203
"Ian Hamilton","NYY",37.2,45.3217913768116,50.84238020833333,,,47.03617520833332,,,,49.46428727419356,47.69682806451613,54.602662693548375,0.15869353225806448,4.31513264516129,"Ian Hamilton",19261,641656
"David Robertson","TEX",72,20,38.998078823529404,53.330698784676365,,43.834458,20,45.610151499999986,45.50901507836992,49.49362358995816,55.18746510460253,42.787661230125536,0.15687061924686196,4.31239871966527,"David Robertson",8241,502085
"José Alvarado","PHI",61.2,,52.00405178807949,36.765052707317075,,,,,,49.507049637610194,61.77255493633693,47.47337935357494,0.156036180215475,4.311146689520079,"Jose Alvarado",17780,621237
"Tyler Anderson","LAA",179.1,48.289315251299826,35.514625625,41.376284481481484,,80,,60.33130596118299,,49.50963883018867,52.60676269296741,50.20804630531732,0.1558753036020583,4.3109058284734125,"Tyler Anderson",12880,542881
"Colin Holderman","PIT",51.1,,42.52043587155964,45.456675590909086,,50.1678395,,,,49.51811199052131,60.42019479857818,42.23234827014218,0.15534922985781988,4.310115936018955,"Colin Holderman",22361,670059
"Ty Blach","COL",71.1,44.22706,56.66904309782609,55.45334535483872,,,35.02665991935484,53.4237070143885,,49.5948138305384,28.943693715798773,61.917513248014124,0.1505835039717564,4.302968049426302,"Ty Blach",14361,621389
"Grant Holmes","ATL",68.1,46.34262926701572,,37.565603452380955,,55.41699228395062,57.320862162162165,28.2338109375,,49.608572167968745,43.541778007812496,47.35628697265625,0.14973029296874996,4.3016870703125,"Grant Holmes",16944,656550
"José Soriano","LAA",113,43.17227078740157,50.892082692307696,,42.56910680851064,34.973562105263156,,,58.156008140589556,49.608694146060955,58.93803014376078,38.34641326049453,0.14972135710178266,4.301674088556642,"Jose Soriano",22100,667755
"Simeon Woods Richardson","MIN",133.2,44.86985767316017,,,,45.67149317039107,59.102061267605634,66.06715278280544,,49.614441666666664,43.273834760661444,60.10574179721498,0.1493637510879025,4.301138176675369,"Simeon Woods Richardson",24494,680573
"Seth Lugo","KCR",206.2,49.27873235924932,50.18342233968805,53.00484254901961,48.283789375000005,44.70624983372922,58.64473570552146,46.56951768518519,,49.74233320051414,42.00712714010284,53.59751071658099,0.14141850899742928,4.289220401670952,"Seth Lugo",12447,607625
"Dylan Floro","- - -",68.2,39.76286683229814,59.495528991769554,,,35.991600364963496,,45.75736113221197,,49.7790351372549,35.63805142156862,60.29461089215687,0.13913870588235294,4.285800450980393,"Dylan Floro",13394,571670
"Jesús Luzardo","MIA",66.2,54.82556983606557,39.64853077777778,,,46.61187984177215,20,52.15839016129031,,49.83319295202952,55.969400249077495,49.95417228782287,0.1357741236162362,4.2807537177121775,"Jesus Luzardo",19959,666200
"Brent Suter","CIN",65.2,54.931211689497715,36.14913935185185,,,45.06733568862277,,56.92265415841583,,49.851516174168296,54.36668684931507,51.19231631115459,0.1346354892367906,4.27904546966732,"Brent Suter",13942,608718
"Kyle Hendricks","CHC",130.2,31.725794760147593,53.126585804749325,,,,58.27171261648746,54.83613286577994,,49.85528269789228,35.76211953161592,59.781446318501175,0.13440094613583137,4.278693672131147,"Kyle Hendricks",12049,543294
"Taj Bradley","TBR",138,58.21961597701148,,42.86592934108528,53.30190556818184,,33.01068756097561,,,49.918537282229984,58.513576136759575,46.75717474303136,0.13047217334494773,4.272800557491289,"Taj Bradley",22543,671737
"Mark Leiter Jr.","- - -",58,49.21971,47.912748912458994,49.47043268398268,54.84103456942524,47.4487764893617,53.021506479261575,79.86383,,49.93393293996827,47.953948804756735,43.87657943625282,0.12951573732988228,4.271366402247164,"Mark Leiter Jr.",15551,643410
"Chris Bassitt","TOR",171,33.95999462121213,53.91790248132781,38.470699674099485,36.42300393442623,54.41516679083096,53.15328972839505,49.42567522292994,,50.00081666105121,42.84961954851753,48.13535866913747,0.1253602156334232,4.265133285040432,"Chris Bassitt",12304,605135
"Jack Flaherty","- - -",162,53.33611138267658,20,,,51.143520459451125,,29.029190888571428,52.95434752592166,50.06478202691514,43.80220659077031,56.163693915016644,0.12138601789500743,4.259171725353156,"Jack Flaherty",17479,656427
"Alexis Díaz","CIN",56.1,52.614298840070305,,,,45.312153941605835,,,,50.199680122824994,67.41066928352099,46.25013300921187,0.11300571136131013,4.24660110542477,"Alexis Diaz",21132,664747
"Dennis Santana","- - -",71.2,52.182246240417236,49.84694001544403,53.97505754716981,,46.64523143352548,,42.09457260519171,,50.20298396699099,51.27984092309987,50.275024007506524,0.11279955004645395,4.246291789387698,"Dennis Santana",17878,642701
"JT Chargois","- - -",36.1,41.678842857142854,48.14181404109589,,,46.902209210526316,,,,50.20532270321361,53.756966748582244,50.94385952741021,0.1126543856332703,4.246074593572779,"JT Chargois",13767,608638
"Kyle Freeland","COL",113.1,56.975531815642455,53.19471592165899,,,47.90768838308458,,44.43327797520661,50.70961990990991,50.21784465799886,38.18124123233465,60.734078501978516,0.11187755228942908,4.244909717354437,"Kyle Freeland",16256,607536
"Sam Moll","CIN",37.2,46.6569553164557,45.09201685393257,,,63.81042307189543,,44.70756132075472,,50.31415104166665,46.0943729326923,51.84955908653847,0.10589362179487179,4.2359323237179485,"Sam Moll",14874,594580
"Luis Gil","NYY",151.2,52.77253781370284,,,,52.63533191304348,,49.13579506686478,,50.319122351837954,65.95426132408102,42.94431501125281,0.10558410352588146,4.235468968492123,"Luis Gil",21052,661563
"Austin Voth","SEA",61,51.12920991266376,,51.0391422153846,,52.0323186026201,45.109754022346344,,,50.347710124481345,45.54821975103736,45.59724475103733,0.10380985477178425,4.2328075,"Austin Voth",15047,608723
"Danny Young","NYM",37.2,,56.8547257763975,20,,38.45743673352435,,,,50.366734391691395,64.50957179525223,40.48228419881306,0.10262854599406529,4.231035786350147,"Danny Young",18439,664849
"Frankie Montas","- - -",150.2,49.30770823596792,49.206638511904764,50.46614914634147,52.007312691511395,51.68162480427046,,,,50.42102727824109,49.22342031842305,51.522542505686125,0.09925409401061407,4.225973923426839,"Frankie Montas",14309,593423
"Kenta Maeda","DET",112.1,40.648890636363646,49.54499092857143,68.6320742857143,59.1505615600479,52.430768534850635,20,,,50.43925068716856,44.74158673445283,52.02202292145267,0.09812264176442229,4.224275921741925,"Kenta Maeda",18498,628317
"Hunter Brown","HOU",170,53.7757488067754,51.7039218719872,45.370440499242505,,51.19412717759098,,56.04892929347825,49.74037299642626,50.57222151139257,49.52313760201084,52.44120114219494,0.08986160867010512,4.2118850035907816,"Hunter Brown",25880,686613
"Jacob Barnes","WSN",66,59.351103415559784,,39.92600418943533,,26.225651,,,,50.665606636851535,51.168553005366725,40.16368597495529,0.08405992844364935,4.203182397137747,"Jacob Barnes",12323,606930
"Austin Gomber","COL",165,46.535653175803404,51.76165,,,53.60048734553776,,59.610454758364305,57.09749561837456,50.68220340961099,43.36781505720825,58.13688717772692,0.08302943173150266,4.201636666666667,"Austin Gomber",16561,596295
"Bryse Wilson","MIL",104.2,46.29191663967611,54.09801205323194,46.20471038394415,,,56.87406798245613,32.235049275362314,,50.70008212416312,41.665213469263534,56.150672647595854,0.08191782714546564,4.199970109555691,"Bryse Wilson",19990,669060
"Beau Brieske","DET",67.2,50.021061827956984,45.01814650273224,,,38.43770155778894,,63.85754216393443,,50.762599505637475,53.10793161318301,51.912858013876836,0.07803438855160448,4.194144535993061,"Beau Brieske",26079,689225
"John Schreiber","KCR",51.2,46.75575995433791,52.901347586206896,51.2502783108108,,45.33428609958504,,52.766570545454535,,50.854623217877084,50.98887444692735,50.644363999999996,0.07231615642458099,4.185566625698323,"John Schreiber",20020,670167
"Ryan Yarbrough","- - -",98.2,52.36493206543968,51.18902049165445,21.469056933333338,,,62.39531227089874,52.12983607429923,,50.88935795394207,40.47833237110378,54.25369620105121,0.07015790470602616,4.1823294876420976,"Ryan Yarbrough",16502,642232
"Michel Otañez","OAK",34,51.29263056680161,64.0096176635514,,,41.14538226720647,,,,50.89318882059801,62.77194006644518,43.25928853820598,0.06992046511627904,4.181972890365448,"Michel Otanez",22533,671305
"Joe Ross","MIL",74,44.06389312499999,51.405052990867574,,,48.765792818791944,43.246115789473684,55.003820100000006,,50.96495113522538,43.96311935726211,58.33934600166944,0.06546205342237062,4.175285734557596,"Joe Ross",12972,605452
"Jonathan Cannon","CHW",124.1,33.082877248553686,48.438014160290955,53.56096543212029,,56.61657748690633,,53.89401084290523,,50.9895319870381,46.93454841746139,54.864014173314104,0.06393569612946728,4.172995955544161,"Jonathan Cannon",31730,686563
"Erick Fedde","- - -",177.1,38.85817888888889,43.22479245791245,53.46211162740899,,52.945411097770155,,49.52118203355749,,51.137761772020724,43.815985765112266,56.5797313298791,0.05472586183074266,4.159181029360967,"Erick Fedde",17425,607200
"Patrick Sandoval","LAA",79.2,43.29910363636365,39.799117768924305,,,60.12024406619385,54.275311615384624,55.27553916870416,,51.18655948168625,51.25247346924672,51.28236623358673,0.05169337249481684,4.154633040774015,"Patrick Sandoval",19447,663776
"Keider Montero","DET",98.1,51.46899611842105,58.08810537463127,,,54.2258075990099,,42.125212420382155,56.036201242236025,51.21346805844157,49.202061876623375,53.83769812337661,0.050022558441558444,4.152127233766233,"Keider Montero",22630,672456
"Jason Adam","- - -",73.2,53.45964081215296,,,,43.3261240065467,,60.304579690592405,,51.23740137331171,64.25785391993851,44.277786987238215,0.04853619576122242,4.149896774259833,"Jason Adam",11861,592094
"Andrés Muñoz","SEA",59.1,54.15223738831615,34.7113870984456,,,53.163940091533206,,,,51.24291254054056,62.47359353513514,41.33644621621622,0.04819357837837833,4.149382583783784,"Andres Munoz",20373,662253
"Michael Kelly","OAK",31.1,34.631544600000005,24.4627125,,,58.4711894936709,,,,51.25132661702128,46.02303257446809,50.31120793617022,0.04767059574468086,4.148598042553192,"Michael Kelly",12791,547184
"Matthew Liberatore","STL",86,47.74990674479168,56.39423783393502,59.13232229834198,,50.90556946524065,44.86870386363637,38.55727183888889,,51.339456708394685,50.25224779823269,55.583740736377024,0.042194852724595,4.140384455081001,"Matthew Liberatore",22294,669461
"Shane Baz","TBR",79.1,61.51090581314879,,,,38.0810346303502,48.1508714979757,47.71433838709677,,51.358823280861635,53.19564204639601,52.322823239436616,0.040992410936205426,4.1385810190555095,"Shane Baz",22264,669358
"Tim Herrin","CLE",65.2,52.248484314516126,56.688213809523795,,,52.552825035971225,50.02181812324929,,,51.38793518298714,55.428926834817005,50.07358458951532,0.039183184965380764,4.1358673689416445,"Tim Herrin",25139,682120
"Patrick Corbin","WSN",174.2,39.769372557077624,47.285276325486166,61.530375776173294,,46.788994808467756,64.03339166666666,45.37570237113402,,51.389875986842114,41.95052806786705,55.93508285664818,0.03906280124653741,4.1356871641274235,"Patrick Corbin",9323,571578
"Taylor Rogers","SFG",60,,34.76702570143884,,,63.849075100806466,,,,51.43657182509506,46.76273823193917,51.00736650190113,0.03616230038022816,4.13133602661597,"Taylor Rogers",13449,573124
"Cole Sands","MIN",71.1,50.6638333641975,44.98144591666665,55.682398391812875,48.838155101010116,,56.072992760736184,,,51.44650367417679,42.32158824956671,52.75965095320624,0.03554495667244372,4.130410493934145,"Cole Sands",21461,663485
"Justin Lawrence","COL",59.2,,46.07195811111111,,,50.96242225000001,,,,51.50372675300648,58.25178769657725,40.15942233117484,0.03199038852913967,4.125078122109159,"Justin Lawrence",17639,664875
"Kyle Muller","OAK",49.1,60.87678666666666,,,,50.14121720670391,32.38491980392157,36.60327982456141,,51.54357514442917,46.83049269601101,57.67733310866575,0.029513933975240707,4.12136425034388,"Kyle Muller",20167,666205
"Eli Morgan","CLE",42,46.85874307692308,,,,40.201195751072966,,74.35896751633987,,51.548254497681604,47.64522335394127,56.04494646058734,0.02922384853168468,4.120928037094282,"Eli Morgan",20203,669212
"Elvis Peguero","MIL",51.1,,48.52409457212714,,,48.471349570405735,20,,,51.56488489156626,59.79458240963854,45.24688198795181,0.02818977108433738,4.119377325301205,"Elvis Peguero",21652,665625
"José Berríos","TOR",192.1,47.525864697855745,50.646375336842105,57.05737373737373,,,57.70517155472638,52.407630415754916,,51.62232593982302,43.29692542654867,55.61245045309735,0.024621844247787614,4.114025550442479,"Jose Berrios",14168,621244
"Braxton Garrett","MIA",37,47.32542602409638,49.0072281632653,56.04021685185185,,49.967028846153845,78.34326576923078,45.93009575342465,,51.65193955857385,50.57370872665535,54.7157479286927,0.022782275042444813,4.111265297113753,"Braxton Garrett",21844,666129
"José Ruiz","PHI",51,55.80194109589041,48.15790520618558,,,20,55.971404376899685,35.01465423076923,,51.74477959309494,44.223750764488265,48.637632046855735,0.017014401972873027,4.102614007398275,"Jose Ruiz",14552,614179
