Name,Team,PA,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"LaMonte Wade Jr.","SFG",401,9.119281786877963,,4.90094853790713,2.383443963037778,,3.8423622326973157,1.1977158233899028,-4.897233551623774,-6.062624896014178,4.574573040008545,3.324693286691913,,0.39443349838256836,"LaMonte Wade Jr.",18126,664774
"Gabriel Moreno","ARI",351,9.068189321855906,,4.817543106849747,3.01670047215053,3.1954307556152344,4.478673225864553,1.1040602802199657,-4.616858317057292,-3.2966422056540465,6.9783711433410645,3.6981473110689977,,0.29400894045829773,"Gabriel Moreno",22664,672515
"Brandon Lowe","TBR",425,9.544754575448207,,5.52838134765625,1.5630067613389758,,3.624980785228588,1.093889098929761,-5.381947372898911,-5.984858426180753,,3.3622380842242325,,0.28221139311790466,"Brandon Lowe",18882,664040
"Nick Ahmed","- - -",228,9.013874895432416,,3.5227066155137687,2.7029007502964566,,4.37736735766447,0.9108578463395437,-3.6855284019752785,-4.368360703991305,,3.183275844739831,,0.17878820498784384,"Nick Ahmed",12147,605113
"Jacob Stallings","COL",281,7.853007725306919,,3.5838611744068287,2.686718225479126,,4.431887002515543,0.6212012968867658,-4.111886860411844,-3.9681464301215277,,3.297552230510306,,0.1364316259111677,"Jacob Stallings",13723,607732
"Jordan Beck","COL",184,8.695021885905774,,3.5528976765084774,2.5842497083875866,,3.578800746372768,0.347022212831314,-3.9308533364153924,-4.878702926635742,,2.937481205637862,,0.08584898710250854,"Jordan Beck",31431,687597
"Xavier Edwards","MIA",303,9.470115626783675,,5.022238791525901,2.6094333103724887,,5.214204334077381,1.3043930157512225,-5.167304992675781,-6.256383623395648,,3.4849881810068295,,0.05956913034121195,"Xavier Edwards",22266,669364
"Nolan Arenado","STL",635,8.970860140931373,,4.597625917376894,2.566086036571558,-1.850624918937683,4.761568427606441,1.0826403441028625,-4.44827880859375,-4.719853569479549,,3.6714130748401987,,0.049305314819018044,"Nolan Arenado",9777,571448
"Wilyer Abreu","BOS",447,9.35704518157029,,5.822322591145833,1.5830526806059337,,3.8446199658890845,1.2865175121892107,-5.223793029785156,-6.237948417663574,6.189581871032715,3.40760072072347,-2.0687991778055825,-0.10439136028289794,"Wilyer Abreu",23772,677800
"Charlie Blackmon","COL",499,7.883942841520861,,4.0355376406654795,1.8159886952993032,,3.7095819802648093,0.5209583536783854,-5.1000543041764015,-5.105071277153201,,2.467735767364502,-2.2777366638183594,-0.10672061145305634,"Charlie Blackmon",7859,453568
"Juan Yepez","WSN",249,8.961143141526442,,4.309772419479658,3.856565475463867,,4.5692009559044475,1.0431591246772733,-4.877178644729873,-5.357541134482936,,2.8958470799901463,,-0.10804253816604614,"Juan Yepez",18400,660766
"Paul Goldschmidt","STL",654,8.96966168597028,,4.480505251416973,2.285086841118045,,4.690653437147291,1.0765394810267856,-4.67927099953235,-3.639357101085574,,3.3613410016152425,-3.0110461711883545,-0.13881783826010569,"Paul Goldschmidt",9218,502671
"Jose Miranda","MIN",429,9.347052179460292,,4.700261116027832,2.075792221795945,,4.766579957134955,1.0509619756576118,-5.039663231891135,-5.406024932861328,,3.7287729116586537,,-0.15190226833025613,"Jose Miranda",20538,669304
"Sean Bouchard","COL",108,7.2974829735694,,4.008509122408354,1.3265563249588013,,3.7115895104786705,0.8946405511153371,-4.320054520008176,-3.6866238117218018,,2.4998687217975486,,-0.16321746508280435,"Sean Bouchard",21270,656248
"Willi Castro","MIN",635,9.243896484375,,4.61670618623359,2.3798013438349184,,4.511293140864463,1.0024666447210087,-5.669227518061156,-5.506666840099897,,3.3918801783141213,,-0.22668695449829102,"Willi Castro",17338,650489
"Ryan McMahon","COL",645,8.233883642270477,,3.653150423305241,1.7525535789695945,,4.295458504323209,0.6305106026785714,-4.542161696028002,-5.407114814309513,,2.805647136784401,-3.000282049179077,-0.4163213209672408,"Ryan McMahon",15112,641857
"Edmundo Sosa","PHI",274,8.65271541425043,,4.862482782620103,2.454608372279576,-1.2789933204650878,4.89728029809817,0.658500701305913,-4.119885831265836,-2.041455405099051,10.564878463745117,3.027802309782609,-2.9262239933013916,-0.44124555587768555,"Edmundo Sosa",17022,624641
"Enrique Hernández","LAD",393,8.962887468009159,,4.866139639795354,2.9804761614118305,1.8449382781982422,4.424263349545547,1.3601568898847025,-4.672687398976293,-5.1541890683381455,,3.0486117771693637,,-0.4806084632873535,"Enrique Hernandez",10472,571771
"Kevin Newman","ARI",311,9.330296566611842,,4.145565309386322,3.380213056291853,3.766111135482788,4.904829998405612,0.7844317443388745,-5.165065599524456,-3.871691942214966,,3.465272672883757,,-0.49588294823964435,"Kevin Newman",17696,621028
"Jarred Kelenic","ATL",449,9.011246107651246,,4.385478864397322,2.7919408437368034,-0.17716406285762787,4.073939996364313,1.1529910982572116,-5.323524350025615,-5.727388822115385,10.17357063293457,2.9708799511316872,,-0.5431571006774902,"Jarred Kelenic",22558,672284
"Eugenio Suárez","ARI",640,9.024432294705367,,4.564197105049287,1.6536236717587425,3.1296396255493164,4.86165931154404,0.9770559672436683,-4.238620481629303,-3.683783952579942,10.913961410522461,3.063428217821782,,-0.5578980812659631,"Eugenio Suarez",12552,553993
"Derek Hill","- - -",172,9.112565968134632,,4.4905906210140305,3.2663252479151677,,4.6466284318403765,1.5454667372510613,-4.916364167865954,-6.040415048599243,,3.6334221783806298,,-0.5808658599853516,"Derek Hill",16947,656537
"Chadwick Tromp","ATL",54,8.957610473632812,,5.596204121907552,,,5.64800500869751,0.8884042198978254,-5.197904859270368,-3.458446502685547,,4.087891472710504,,-0.6457508206367493,"Chadwick Tromp",16953,644433
"Mike Yastrzemski","SFG",474,9.029946867952642,,4.833011000903685,1.6764979892306857,,4.414781712774021,1.2466131003506213,-4.635564211035977,-5.299263748468137,6.852277755737305,3.164178818308246,0.6110860705375671,-0.709043025970459,"Mike Yastrzemski",14854,573262
"Jeimer Candelario","CIN",463,8.968385652731394,,4.511075106534091,2.7599865358267257,,4.735336471389938,0.9980212480593951,-5.211898729996981,-4.332065111970248,,3.2960845536715246,,-0.7727791468302408,"Jeimer Candelario",13621,600869
"Jacob Hurtubise","CIN",68,9.025131225585938,,5.316780677208533,1.7736849784851074,,4.477072579520089,2.153042063993566,-7.2166587428042765,-4.1139466135125415,,3.5969969226467993,,-0.794160525004069,"Jacob Hurtubise",27599,674441
"Hunter Goodman","COL",224,7.920765610033525,,3.575305544096848,2.237775378757053,,4.5063662908773505,0.8946553548177083,-4.013435928909867,-4.226784515380859,2.523197650909424,2.971304172422828,,-0.8004214763641357,"Hunter Goodman",29715,696100
"Victor Scott II","STL",155,9.319973609561012,,4.844821068548387,3.043625059581938,,5.109458196730841,0.9673442077636719,-5.705215062850561,-6.090055465698242,,3.534246502500592,-2.552212874094645,-0.9057576656341553,"Victor Scott II",31349,687363
"Otto Lopez","MIA",434,9.272406555465047,,4.535811497614934,3.4410901750837053,,4.962711851058468,1.5204860142299108,-4.857375934559812,-4.558126831054688,,3.493089758831522,-2.092262029647827,-0.9070856306287978,"Otto Lopez",19608,672640
"Andy Pages","LAD",443,8.989479758522727,,4.980945379083807,2.117137519680724,-2.542424201965332,4.254239763532366,1.0437816273082385,-5.18536376953125,-4.434033027062049,8.480333709716797,2.9345620645059123,,-0.9128788113594055,"Andy Pages",24816,681624
"Nolan Gorman","STL",402,8.938313802083334,,4.211516137216606,1.5264238630022322,-1.4102178812026978,5.02855030004529,0.8322379783347801,-5.0960798263549805,-4.167586190359933,,3.0655626569475447,-1.6054006814956665,-1.0217055320739745,"Nolan Gorman",22263,669357
"Riley Adams","WSN",130,9.178664116010275,,3.935338559358016,2.3862291971842446,,3.530216923466435,1.449339935745018,-4.824005126953125,-5.743844985961914,,3.067069082549124,,-1.0567512512207031,"Riley Adams",19864,656180
"Taylor Ward","LAA",663,9.241428823199938,,4.840223399870986,1.8089139214877425,,4.946259520369578,1.006842157115107,-4.798776065602022,-6.150999281141493,,3.291348664656929,,-1.1379592418670654,"Taylor Ward",17548,621493
"Masyn Winn","STL",637,9.026739265826494,,4.473171809532123,2.625639392483619,0.6110104322433472,4.778221506122859,0.9972452132428279,-4.378561364599021,-4.519949340820313,,3.248000026393581,-0.29552820324897766,-1.2030441761016846,"Masyn Winn",27479,691026
"Brenton Doyle","COL",603,8.134827769886364,,3.6292646692154253,3.279359872000558,,4.003715982242507,0.8055054691421938,-4.7638531309185606,-4.407405853271484,,3.016029256184896,,-1.2092393239339192,"Brenton Doyle",25479,686668
"Ketel Marte","ARI",583,8.972628651494565,,4.764933725421348,2.013865939053622,3.256856918334961,4.848951970880682,1.090994253247146,-4.915694142115935,-4.045460236378205,,3.586557836205475,,-1.2184284925460815,"Ketel Marte",13613,606466
"Travis d'Arnaud","ATL",341,9.197220374797952,,4.231923302938772,2.7011405681741647,-1.5979127883911133,4.883517599277979,1.1570860682626258,-3.942059326171875,-4.253301938374837,,2.5796285907873946,,-1.2652521133422852,"Travis d'Arnaud",7739,518595
"Dominic Smith","- - -",307,9.04676992563101,,5.047763486062327,2.0508394837379456,,4.170575966123002,0.6438090720075242,-4.556469305237727,-5.900411605834961,,3.3770276564586013,-1.315709686279297,-1.277261734008789,"Dominic Smith",15653,642086
"Matt Chapman","SFG",647,9.047553974147414,,4.731193306519813,2.467893747182993,,4.657337116745283,1.052930756477313,-5.145439948235358,-5.350161502235814,8.873311042785645,3.4505011142828526,,-1.277716875076294,"Matt Chapman",16505,656305
"Kyle Stowers","- - -",209,9.16254185843389,,4.914302980577624,2.5998711934903773,,5.335169147309803,1.8271629910509126,-4.8357348971896705,-4.9795276641845705,,2.2941721170255454,,-1.2789228757222493,"Kyle Stowers",26151,669065
"Randal Grichuk","ARI",279,9.034003784937887,,4.344273397367295,2.7185299613259057,2.0009865760803223,5.497421520382332,0.9659193725585937,-4.70882174843236,-3.984039306640625,10.581167221069336,3.4919367548245104,,-1.2874258756637573,"Randal Grichuk",10243,545341
"Pete Alonso","NYM",695,9.223786408927479,,4.575273694490131,2.615210427178277,,4.660993815635195,1.1417921006167173,-4.641001911906453,-3.891862568102385,8.430599975585938,3.4346158414273646,,-1.3212157090504963,"Pete Alonso",19251,624413
"Thairo Estrada","SFG",381,9.215662711635447,,4.046951482325424,2.557449672533118,,5.006050650529035,1.1385373202237217,-5.264795127035189,-6.284446716308594,7.090312957763672,3.232785311612216,,-1.351994276046753,"Thairo Estrada",16426,642731
"Michael Harris II","ATL",470,9.030128849362864,,4.688126662681842,2.972243258827611,,4.706588936650105,1.4876322865913418,-5.071471183530746,-4.32390609442019,6.576151529947917,3.3485439524931064,-1.0290528535842896,-1.4257087707519531,"Michael Harris II",25931,671739
"Ezequiel Tovar","COL",695,8.093906393261003,,3.826302511650219,2.20849592035467,,3.8951419305929917,0.6755554764359085,-4.177659399715471,-4.316910906535823,,2.8896860223067433,,-1.4333234514508928,"Ezequiel Tovar",24064,678662
"Corbin Carroll","ARI",684,9.16067485927795,,4.921110026041666,2.2917803596047794,,4.358221480535934,1.1790128412934924,-4.938177325274493,-4.365012503959037,8.13552983601888,3.42785205078125,-1.5736314058303833,-1.4589138984680177,"Corbin Carroll",25878,682998
"Enmanuel Valdez","BOS",223,9.299776426848874,,5.472785500919118,1.72200927734375,,3.642112894261137,1.0915580090181327,-5.556934845753205,-6.403325619904892,4.821816921234131,2.996639917767237,,-1.4610612869262696,"Enmanuel Valdez",21716,665839
"Jesse Winker","- - -",508,8.960285821646071,,5.10626675220246,1.4143013257658883,,4.297047221577251,0.8587701747144771,-5.218958906693892,-5.98284472841205,8.29190444946289,2.8471901985594466,,-1.4991445541381836,"Jesse Winker",13590,608385
"Will Smith","LAD",544,8.948477216055341,,4.352717934316293,2.2346754682824965,3.7324600219726562,4.432024314827512,1.2710305084648208,-4.712295282082479,-5.002408576734139,,2.8153249740600588,,-1.5373210906982422,"Will Smith",19197,669257
"Jake Burger","MIA",579,9.56413784067086,,4.879192133059447,3.122586007845604,,5.2232654764904956,1.258366093491063,-5.120863457687762,-5.22850169306216,11.649787902832031,3.7212870440145176,,-1.5819086595015093,"Jake Burger",22275,669394
"Reese McGuire","BOS",158,9.334526675871048,,5.423766502967248,1.1208395957946777,,4.002310360179228,1.180763144242136,-5.0194078333237595,-6.4369964599609375,,2.7981837590535483,,-1.6323712666829426,"Reese McGuire",15674,624512
"Josh Bell","- - -",603,9.16548362710916,,5.254429089968608,2.492671045763739,,4.246891625401147,1.2046381401293205,-5.543465508355035,-4.125518211951623,,3.2994436742035433,-1.768115520477295,-1.6928294897079468,"Josh Bell",13145,605137
"Will Brennan","CLE",353,9.237105233328682,,5.06912841796875,1.0270651275036382,1.3162788152694702,4.53418896484375,1.067705790201823,-5.665480280496988,-6.301726913452148,6.753062438964844,2.8731210119437174,0.5429806113243103,-1.7218305269877117,"Will Brennan",25660,686823
"Mookie Betts","LAD",516,8.858532232079803,,4.3250130915987315,2.324047462612975,1.2893732786178589,4.532258922346621,1.1347473689488001,-5.119208681899889,-4.509196690150669,,3.278329872223268,,-1.7825185457865398,"Mookie Betts",13611,605141
"Bryce Harper","PHI",631,9.200276692708334,,4.364467173315293,1.783169124437415,,4.982202079858673,1.2621700889185856,-4.669487395109954,-6.359322357177734,,3.3041662328383503,-1.2448832988739014,-1.7918519973754883,"Bryce Harper",11579,547180
"Luis García Jr.","WSN",528,9.086785768995098,,5.198616875542535,2.2249510690067593,,4.1069938151041665,0.6549298204371059,-5.119098804615162,-6.008886064801898,,3.3464926187094157,,-1.8511573246547155,"Luis Garcia Jr.",20391,671277
"Bo Bichette","TOR",336,9.659413213315217,,4.69185553656684,1.4217041560581751,,4.894943176512699,0.9105018409522804,-4.615644634894605,-4.276719665527343,,3.284517522443805,,-1.919870376586914,"Bo Bichette",19612,666182
"Jeff McNeil","NYM",472,9.019275047913117,,4.457159133184524,1.5169986662317494,,4.136659642269737,1.0054162632335315,-5.5266358465211,-5.394575754801433,,2.962768338250776,,-1.9225838979085286,"Jeff McNeil",15362,643446
"Geraldo Perdomo","ARI",388,9.20255627702842,,5.12534761428833,2.0002559538810485,,4.631900039749529,1.3450112122233653,-5.156548298580546,-5.175026286732066,,3.192743179645944,,-1.9766580793592665,"Geraldo Perdomo",22799,672695
"Christian Walker","ARI",552,9.064605632791995,,4.814177569221048,3.0601785349291424,4.683193206787109,4.852211540514003,1.192018535775198,-4.316377794420397,-3.706242455376519,,3.8383818639007434,,-1.9864812578473772,"Christian Walker",13419,572233
"Brandon Nimmo","NYM",663,9.12457967041501,,5.316057171737938,1.597648041157783,,4.485400495858028,1.4615478515625,-5.46509480026533,-5.152252807617187,8.344945526123047,2.7940533651689594,,-1.9881701469421387,"Brandon Nimmo",12927,607043
"Sam Hilliard","COL",158,8.099028030244432,,4.041614532470703,0.4388449788093567,,3.0364355328439294,0.3088575169660043,-4.96241288618608,-7.329235076904297,,2.4904076563168878,,-2.007391929626465,"Sam Hilliard",17954,656541
"Brendan Rodgers","COL",539,8.202458237156723,,3.7246726353963218,1.9571346706814237,,4.168439547220866,0.90884560598454,-4.376319885253906,-4.728651210239955,,2.980674260779272,-1.0926640033721924,-2.0518086751302085,"Brendan Rodgers",17907,663898
"James Outman","LAD",156,8.786970181702488,,4.899604627821181,1.7744861402009662,,4.04579761360265,1.0739131927490235,-6.452126820882161,-3.80501708984375,,2.966324942452567,,-2.061220441545759,"James Outman",24770,681546
"Vladimir Guerrero Jr.","TOR",697,9.46437401107595,,4.990879736575984,1.603571065266927,,4.7125140339338865,0.9827155936700085,-5.272475469680059,-5.569365844726563,,3.3604957845680503,,-2.07334566116333,"Vladimir Guerrero Jr.",19611,665489
"Jazz Chisholm Jr.","- - -",621,9.258379546833167,,5.028872125799006,1.8816459350585937,,4.355871598571943,1.2153472320208532,-4.951797572544643,-5.59180850982666,8.407194137573242,3.2631951882420474,,-2.0848037719726564,"Jazz Chisholm Jr.",20454,665862
"Shea Langeliers","OAK",534,9.496595734859675,,5.285397811674736,2.1370578840667127,,4.8839882298519735,1.3251516450711383,-5.5109454739478325,-6.387034606933594,8.627419905229049,3.62587806661293,,-2.089327335357666,"Shea Langeliers",25816,669127
"Luke Maile","CIN",154,8.952590942382812,,4.208474159240723,2.9395669301350913,,5.11425921025167,1.0871609315177462,-5.973089402721774,-2.4365957260131834,9.484370549519857,3.4600711059570313,,-2.0943735122680662,"Luke Maile",13355,571912
"CJ Abrams","WSN",602,8.92616111353824,,4.789940519705831,2.110103082219395,,4.992705661147388,0.7652790935865912,-4.28704102687572,-5.494846509850544,,3.4180479307432434,,-2.100966771443685,"CJ Abrams",25768,682928
"Marcell Ozuna","ATL",688,9.115400105497264,,4.660699632432726,3.356152108999399,1.7330776850382488,4.2931020041423,1.035661589110262,-4.311004212845203,-5.120952061244419,6.540181477864583,3.067709089654972,-0.143271803855896,-2.125717798868815,"Marcell Ozuna",10324,542303
"Kyle Schwarber","PHI",692,9.214498137563703,,4.574757940758208,1.8946689037566489,-0.16783499717712402,4.836872778379714,1.3576366664074464,-4.35348008554193,-4.640559229357489,7.754822254180908,3.215154029055184,-1.5451094309488933,-2.1450521681043835,"Kyle Schwarber",16478,656941
"Elly De La Cruz","CIN",696,8.748918302580465,,4.337212715440124,2.6671295166015625,-0.9475400447845459,4.279944525824653,0.8862645886257656,-5.470253725405093,-4.553162605531754,6.590971946716309,3.341844693297597,,-2.148462677001953,"Elly De La Cruz",26668,682829
"Lourdes Gurriel Jr.","ARI",553,9.241936403801638,,4.529508702895221,2.296464258310746,2.2955329418182373,5.010774096457067,1.1925680934792697,-4.861731374365652,-3.8195175543064024,,3.617436084932494,,-2.1650541745699368,"Lourdes Gurriel Jr.",19238,666971
"Francisco Lindor","NYM",689,9.118642058989469,,4.842343583066239,2.6236414909362793,,4.601731275475544,1.2343698541788641,-5.501270967371323,-5.117747404137436,8.405439376831055,3.1092105865478517,,-2.182362747192383,"Francisco Lindor",12916,596019
"Jordan Walker","STL",178,9.188720703125,,4.8872019449869795,1.6481822087214544,,3.5074534098307293,0.9406974948182398,-4.613209117542613,-3.666445868355887,,2.565825722434304,,-2.2421875,"Jordan Walker",27475,691023
"Eddie Rosario","- - -",319,9.053767650053116,,4.700015385945638,1.6246857113308377,,4.151730878637471,1.2899600830078124,-4.564029182974748,-5.853331645329793,,2.77462979909536,,-2.360860988497734,"Eddie Rosario",12155,592696
"J.D. Martinez","NYM",495,8.87272735455069,,4.4609877398224915,2.703718983043324,,4.660898810605274,1.0750285033167495,-5.250211879185268,-5.568203735351562,,3.2850552513485862,,-2.382002115249634,"J.D. Martinez",6184,502110
"Max Muncy","LAD",293,8.81968572208938,,4.3299959309895835,2.490520477294922,,3.761977167854532,0.9574416279792786,-5.074246265849129,-4.0204713994806465,,2.5476758038556135,,-2.3846484820048013,"Max Muncy",13301,571970
"Keibert Ruiz","WSN",485,8.984536429431952,,4.80079746913243,1.9032068345153217,,4.231853941692809,0.263127661533043,-5.312605934581537,-4.200098310198102,,2.8861973035281108,,-2.391831398010254,"Keibert Ruiz",19610,660688
"Jose Herrera","ARI",114,9.185867164248512,,4.4659037590026855,1.4938255037580217,,5.318556400767544,0.8751451267915613,-5.5133027850456955,-5.809359116987749,,2.2151899666621766,,-2.410189628601074,"Jose Herrera",17040,645444
"Tyrone Taylor","NYM",345,9.498712210074363,,4.741791195339626,3.9459142684936523,,4.798655426447293,1.189388400905735,-4.794989075323548,-5.369641390713778,7.258392810821533,3.482159423828125,,-2.41987681388855,"Tyrone Taylor",13675,621438
"Matt Olson","ATL",685,8.874084845796943,,4.830575796274038,2.854225582546658,0.23555874824523926,4.31468857020548,1.2374797147863053,-4.678147019381728,-4.439782619476318,7.896895885467529,3.019151701750579,-2.0495448112487793,-2.425166893005371,"Matt Olson",14344,621566
"Tim Anderson","MIA",241,9.612118043761322,,4.666470258663862,3.410178375244141,,4.991004383496645,1.4242228570385513,-5.031925123565051,-4.760891964561061,,3.1202659970238096,,-2.4408182416643416,"Tim Anderson",15172,641313
"Jacob Young","WSN",521,9.11966151872681,,5.063052325181558,2.2056667443477744,,4.492106027103502,0.9225423865288055,-4.827066017763458,-5.5774767475743445,,2.709051316784274,,-2.4668474197387695,"Jacob Young",29931,696285
"David Fry","CLE",392,9.244111967409706,,4.282510960355718,4.210823822021484,-1.7868642807006836,4.670182931735721,0.6907507993533779,-4.810329437255859,-4.469716585599459,9.017901420593262,3.881088356566585,,-2.4795883178710936,"David Fry",24934,681807
"Ronald Acuña Jr.","ATL",222,9.078101418235086,,4.95918607711792,2.335526943206787,,5.296331751416301,1.168448747907366,-4.236270427703857,-5.142102813720703,,3.970332733572346,,-2.511866807937622,"Ronald Acuna Jr.",18401,660670
"Nick Castellanos","PHI",659,9.086591448102679,,4.100713277034623,1.925316830898853,2.6971840858459473,4.868861348409681,0.786474878531331,-4.607814579219609,-4.6355438232421875,,3.546044004914906,,-2.5124675750732424,"Nick Castellanos",11737,592206
"Nick Senzel","- - -",267,8.925730454294305,,5.130652182442802,1.8514199654261272,,4.613990591029928,0.8288810854035664,-4.3225946560711925,-4.805813471476237,,3.016042395641929,,-2.6058971881866455,"Nick Senzel",19293,669222
"Nick Martini","CIN",163,8.558524124710647,,5.381697944972826,1.3429166620427913,,4.142133645450367,0.9791453101418235,-5.902427955910012,-3.1315956115722656,,3.26234958046361,,-2.634403864542643,"Nick Martini",12005,605361
"Royce Lewis","MIN",325,9.271097527534026,,5.144276744914505,2.1702488490513394,,3.8698081970214844,1.0381456032777443,-5.4619316687950725,-6.54072634379069,,4.2834393617918165,,-2.6732234954833984,"Royce Lewis",20437,668904
"Starling Marte","NYM",370,9.369876137262658,,5.173517732538729,2.4732750340511926,,5.02806789592161,0.9374134131437223,-5.077597908351732,-3.697005345271184,,2.9752327658913353,,-2.736309369405111,"Starling Marte",9241,516782
"Teoscar Hernández","LAD",652,8.952994659341124,,4.409103945077184,1.8268324534098308,,4.409668450289694,1.2355722087703338,-4.640965968002508,-4.521361668904622,5.598451137542725,2.6610665369515467,,-2.7367286682128906,"Teoscar Hernandez",13066,606192
"Josh Naylor","CLE",633,9.050186034369968,,4.312978939134247,2.1915283203125,,4.762874026950315,0.971335404524814,-4.5260477480681045,-5.526032391716452,7.626605987548828,2.717472096388253,,-2.7776803970336914,"Josh Naylor",18839,647304
"Joey Meneses","WSN",313,9.03996779601698,,4.557675552368164,1.9434096018473308,,4.721246416476663,0.925000092829135,-5.226234436035156,-5.29574467585637,,2.2475544050628065,,-2.855572319030762,"Joey Meneses",14366,608841
"Austin Martin","MIN",257,9.369308970332925,,4.323626288052263,2.5037044027577275,,5.127083587646484,0.9328777283195435,-5.800130743729441,-3.9176699989720394,,4.911353519984654,,-2.888248920440674,"Austin Martin",27462,668885
"Zack Short","- - -",88,8.874443586482558,,5.317367744445801,4.789440631866455,,3.856227778181245,1.006954206179266,-3.808376757303874,-5.712987184524536,,4.070170164108276,,-2.889061164855957,"Zack Short",19562,670097
"Will Benson","CIN",388,8.797280855791284,,4.68453913626911,2.6049442836216516,0.5799232125282288,4.503367466209209,0.8253080240885416,-5.118528677747141,-5.566407815004006,,3.501055733816964,,-2.934903008597238,"Will Benson",21853,666181
"Masataka Yoshida","BOS",421,9.069879967396654,,5.510583114624024,1.7145681498963157,,4.153086786684782,1.0713835216703869,-4.991654387617533,-5.625890731811523,8.867046356201172,2.8038823744829964,,-2.9697318077087402,"Masataka Yoshida",31837,807799
"Adam Duvall","ATL",330,9.219326942845395,,4.136592699133831,3.3962746756417412,,5.060475667317708,1.1317582230668168,-3.649379364431721,-4.1432567395662,9.103641510009766,2.606604334819748,,-2.975116729736328,"Adam Duvall",10950,594807
"James Wood","WSN",336,9.049757373425388,,4.721818493258569,2.5253639221191406,,4.800857104391718,0.8434452179939517,-4.4097239176432295,-5.646048601935892,,3.1494447862779773,,-2.979854106903076,"James Wood",29518,695578
"Brendan Donovan","STL",652,8.918253850200054,,4.428458878800676,1.7227095615716628,-0.5733762383460999,4.483278456410452,0.8389501202350869,-4.855683316889498,-4.816725594656808,,2.761089982657597,-0.8868917226791382,-2.9950122833251953,"Brendan Donovan",24679,680977
"Ceddanne Rafaela","BOS",571,9.43783274316561,,5.49952998777636,2.343776226043701,,4.455873647836539,0.7494948942764945,-5.241170816488199,-4.949967482994342,8.553771018981934,3.2874887639825996,0.6200799345970154,-3.0033286412556968,"Ceddanne Rafaela",24262,678882
"Cavan Biggio","- - -",224,9.224836997153975,,4.977573316924426,0.6024064284104568,,4.8289209181262605,1.2249499336283474,-4.233305071441221,-5.761711756388347,,2.965510782569346,,-3.0172434720126065,"Cavan Biggio",19252,624415
"Ozzie Albies","ATL",435,9.220760254798902,,4.730886715894554,2.6909710223858174,,3.813033099335749,0.8245747525927046,-4.914921513310185,-4.648454608339252,,2.9843545532226563,,-3.0594269888741628,"Ozzie Albies",16556,645277
"José Ramírez","CLE",682,8.977841810270919,,4.618424536476673,2.2705188874275453,,4.381256786017373,0.8335691722416786,-5.569378494122707,-5.241469874526516,,2.9854744086831304,,-3.0845846448625838,"Jose Ramirez",13510,608070
"Bryson Stott","PHI",571,9.23146739857121,,5.126016562941384,1.5609997759808552,0.23933172225952148,4.656771210298876,0.9470934679279219,-5.194520263671875,-4.787369918823242,,3.1396570205688477,,-3.1011810302734375,"Bryson Stott",26294,681082
"Alec Bohm","PHI",606,9.156902778439406,,4.4432143267463236,2.12722294147198,2.321775197982788,4.670331482493549,1.1205706414375596,-4.842123135653409,-4.2263031005859375,9.022638320922852,3.2538959549134034,-2.3766376972198486,-3.1168888092041014,"Alec Bohm",21618,664761
"Bo Naylor","CLE",389,9.202695741758241,,4.51128467760588,0.9051836331685384,,4.090182920045491,0.9030601732658617,-5.347572388687754,-5.113297962007069,,3.2716332004494864,,-3.1455341974894204,"Bo Naylor",21865,666310
"Gavin Lux","LAD",487,9.009548698758078,,4.521758225859788,2.249430452839712,,3.5070188226252257,0.8838357985394556,-5.427779844143247,-5.194349016462054,9.05462900797526,3.267432523060994,,-3.155527288263494,"Gavin Lux",19955,666158
"Francisco Alvarez","NYM",342,9.234280303030303,,4.939733454611449,2.4434093475341796,,5.141139264087601,1.1157365128800676,-4.273067058903156,-5.9467690207741475,,4.036180514733768,,-3.1777051289876304,"Francisco Alvarez",26121,682626
"Elehuris Montero","COL",247,7.88427734375,,3.3758056123377913,1.5860715442233615,,4.624272155761719,0.8118070206552181,-4.11990483601888,-4.913279724121094,,2.5100650787353516,,-3.211115519205729,"Elehuris Montero",20543,660707
"Andrés Giménez","CLE",633,9.213416065170227,,4.5779125457114365,1.1594085693359375,-0.22689181566238403,4.496706176412005,0.9719679338218522,-4.981711728729471,-5.064846420288086,,2.8661695376847143,,-3.2197287877400718,"Andres Gimenez",19950,665926
"Lane Thomas","- - -",528,9.139197095788044,,4.5575214196305245,2.442957968082068,,4.9664234744576286,1.040473393031529,-4.450999069213867,-4.396775970458984,,3.383345709906684,,-3.2372802734375,"Lane Thomas",16939,657041
"Jake Cave","COL",346,8.182179047600856,,3.851905591560133,1.419449756019994,,2.7474129813058035,0.32889591442998695,-4.644587322948425,-5.785052490234375,,2.8990555775316458,,-3.247225761413574,"Jake Cave",14477,595909
"Joc Pederson","ARI",449,8.992912741268382,,5.468886496803977,1.7434889178409754,,3.9920623129986703,1.0792197721550263,-4.873126868045691,-5.716607666015625,,3.364142354329427,,-3.2584915161132812,"Joc Pederson",11899,592626
"Isiah Kiner-Falefa","- - -",496,9.347006661551339,,4.918184916178386,0.5157439762895758,,4.791112929738629,0.9339360422902293,-4.747572946076346,-5.801636657714844,,3.4369671470240544,,-3.308849334716797,"Isiah Kiner-Falefa",16512,643396
